Project,Issue_id,Comment id,Jira URL,Label,Theme (Code),Theme (Coder 2),Theme (Coder 3)
HDFS,HDFS-14144,16719169,https://issues.apache.org/jira/browse/HDFS-14144,1,Unrelated Tests,Unrelated Tests,Configuration-related Issues
HDFS,HDFS-1789,13011550,https://issues.apache.org/jira/browse/HDFS-1789,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HDFS,HDFS-2258,13092167,https://issues.apache.org/jira/browse/HDFS-2258,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HDFS,HDFS-3616,13482999,https://issues.apache.org/jira/browse/HDFS-3616,1,Unrelated Tests,Unrelated Tests,Concurrent Commits
HDFS,HDFS-4655,13619413,https://issues.apache.org/jira/browse/HDFS-4655,1,Unrelated Tests,Configuration-related Issues,Unrelated Tests
HDFS,HDFS-6879,14110073,https://issues.apache.org/jira/browse/HDFS-6879,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HDFS,HDFS-9525,14981275,https://issues.apache.org/jira/browse/HDFS-9525,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HDFS,HDFS-9780,15143870,https://issues.apache.org/jira/browse/HDFS-9780,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-15958,15884263,https://issues.apache.org/jira/browse/HIVE-15958,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-16146,15960878,https://issues.apache.org/jira/browse/HIVE-16146,1,Unrelated Tests,Unrelated Tests,Configuration-related Issues
HIVE,HIVE-16301,15948397,https://issues.apache.org/jira/browse/HIVE-16301,1,Unrelated Tests,Non-reproducible,Unrelated Tests
HIVE,HIVE-16591,16025972,https://issues.apache.org/jira/browse/HIVE-16591,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-16750,16063711,https://issues.apache.org/jira/browse/HIVE-16750,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-16805,16033638,https://issues.apache.org/jira/browse/HIVE-16805,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-16848,16042045,https://issues.apache.org/jira/browse/HIVE-16848,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-17114,16094640,https://issues.apache.org/jira/browse/HIVE-17114,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-17228,16110700,https://issues.apache.org/jira/browse/HIVE-17228,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-17433,16224133,https://issues.apache.org/jira/browse/HIVE-17433,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-17534,16202896,https://issues.apache.org/jira/browse/HIVE-17534,1,Unrelated Tests,Unrelated Tests,Concurrent Commits
HIVE,HIVE-17640,16210665,https://issues.apache.org/jira/browse/HIVE-17640,1,Unrelated Tests,Concurrent Commits,Unrelated Tests
HIVE,HIVE-17721,16194635,https://issues.apache.org/jira/browse/HIVE-17721,1,Unrelated Tests,Unrelated Tests,Concurrent Commits
HIVE,HIVE-17749,16198223,https://issues.apache.org/jira/browse/HIVE-17749,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-17824,16462185,https://issues.apache.org/jira/browse/HIVE-17824,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-17829,16299983,https://issues.apache.org/jira/browse/HIVE-17829,1,Unrelated Tests,Concurrent Commits,Unrelated Tests
HIVE,HIVE-17891,16223307,https://issues.apache.org/jira/browse/HIVE-17891,1,Unrelated Tests,External Interference,Unrelated Tests
HIVE,HIVE-18005,16271322,https://issues.apache.org/jira/browse/HIVE-18005,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-18146,16265961,https://issues.apache.org/jira/browse/HIVE-18146,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-18147,16268052,https://issues.apache.org/jira/browse/HIVE-18147,1,Unrelated Tests,Unrelated Tests,Configuration-related Issues
HIVE,HIVE-18241,16284598,https://issues.apache.org/jira/browse/HIVE-18241,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-18379,16321899,https://issues.apache.org/jira/browse/HIVE-18379,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-18498,16339141,https://issues.apache.org/jira/browse/HIVE-18498,1,Unrelated Tests,Unrelated Tests,External Interference
HIVE,HIVE-18818,16382412,https://issues.apache.org/jira/browse/HIVE-18818,1,Unrelated Tests,Unrelated Tests,Non-reproducible
HIVE,HIVE-18881,16455508,https://issues.apache.org/jira/browse/HIVE-18881,1,Unrelated Tests,Non-reproducible,Unrelated Tests
HIVE,HIVE-19252,16449738,https://issues.apache.org/jira/browse/HIVE-19252,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-19274,16448770,https://issues.apache.org/jira/browse/HIVE-19274,1,Unrelated Tests,Unrelated Tests,Unknown
HIVE,HIVE-19690,16499496,https://issues.apache.org/jira/browse/HIVE-19690,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-20231,16554767,https://issues.apache.org/jira/browse/HIVE-20231,1,Unrelated Tests,Unrelated Tests,Unknown
HIVE,HIVE-20316,16570234,https://issues.apache.org/jira/browse/HIVE-20316,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-20684,16638398,https://issues.apache.org/jira/browse/HIVE-20684,1,Unrelated Tests,Unrelated Tests,Environment Impact
HIVE,HIVE-20700,16642116,https://issues.apache.org/jira/browse/HIVE-20700,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-21362,16783004,https://issues.apache.org/jira/browse/HIVE-21362,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-22376,17039843,https://issues.apache.org/jira/browse/HIVE-22376,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-22461,16978710,https://issues.apache.org/jira/browse/HIVE-22461,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-4617,13761553,https://issues.apache.org/jira/browse/HIVE-4617,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-6652,13935951,https://issues.apache.org/jira/browse/HIVE-6652,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-6657,13937682,https://issues.apache.org/jira/browse/HIVE-6657,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HIVE,HIVE-7423,14063142,https://issues.apache.org/jira/browse/HIVE-7423,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
YARN,YARN-1028,13850747,https://issues.apache.org/jira/browse/YARN-1028,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
YARN,YARN-4997,15704153,https://issues.apache.org/jira/browse/YARN-4997,1,Unrelated Tests,External Interference,Unrelated Tests
YARN,YARN-5047,15593888,https://issues.apache.org/jira/browse/YARN-5047,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
YARN,YARN-5575,15590413,https://issues.apache.org/jira/browse/YARN-5575,1,Unrelated Tests,Environment Impact,Unrelated Tests
YARN,YARN-7248,16183506,https://issues.apache.org/jira/browse/YARN-7248,1,Unrelated Tests,Concurrent Commits,Unrelated Tests
YARN,YARN-736,13690887,https://issues.apache.org/jira/browse/YARN-736,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
YARN,YARN-895,13837201,https://issues.apache.org/jira/browse/YARN-895,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
YARN,YARN-986,13909703,https://issues.apache.org/jira/browse/YARN-986,1,Unrelated Tests,Unrelated Tests,Concurrent Commits
YARN,YARN-9889,16951946,https://issues.apache.org/jira/browse/YARN-9889,1,Unrelated Tests,Unrelated Tests,Unrelated Tests
HADOOP,HADOOP-2823,12580891,https://issues.apache.org/jira/browse/HADOOP-2823,1,External Interference,External Interference,External Interference
HDDS,HDDS-495,16619648,https://issues.apache.org/jira/browse/HDDS-495,1,External Interference,Environment Impact,External Interference
HDFS,HDFS-10994,15574832,https://issues.apache.org/jira/browse/HDFS-10994,1,External Interference,Non-reproducible,External Interference
HDFS,HDFS-3601,13404005,https://issues.apache.org/jira/browse/HDFS-3601,1,External Interference,External Interference,External Interference
HDFS,HDFS-9711,15145672,https://issues.apache.org/jira/browse/HDFS-9711,1,External Interference,External Interference,External Interference
YARN,YARN-8664,16579902,https://issues.apache.org/jira/browse/YARN-8664,1,External Interference,External Interference,External Interference
HDFS,HDFS-8696,14934314,https://issues.apache.org/jira/browse/HDFS-8696,1,Non-reproducible,Non-reproducible,Non-reproducible
AMBARI,AMBARI-8244,14389212,https://issues.apache.org/jira/browse/AMBARI-8244,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
HADOOP,HADOOP-3479,12609985,https://issues.apache.org/jira/browse/HADOOP-3479,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
HBASE,HBASE-13135,14348446,https://issues.apache.org/jira/browse/HBASE-13135,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
HBASE,HBASE-13135,14348446,https://issues.apache.org/jira/browse/HBASE-13135,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
HDFS,HDFS-15041,16992466,https://issues.apache.org/jira/browse/HDFS-15041,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
HIVE,HIVE-10098,14383360,https://issues.apache.org/jira/browse/HIVE-10098,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
YARN,YARN-2807,14267329,https://issues.apache.org/jira/browse/YARN-2807,1,Configuration-related Issues,Concurrent Commits,Configuration-related Issues
YARN,YARN-3749,14568735,https://issues.apache.org/jira/browse/YARN-3749,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
YARN,YARN-8914,16665910,https://issues.apache.org/jira/browse/YARN-8914,1,Configuration-related Issues,Configuration-related Issues,Configuration-related Issues
HADOOP,HADOOP-11969,14544690,https://issues.apache.org/jira/browse/HADOOP-11969,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
HBASE,HBASE-18747,16200650,https://issues.apache.org/jira/browse/HBASE-18747,1,Concurrent Commits,Unknown,Concurrent Commits
HDDS,HDDS-629,16649809,https://issues.apache.org/jira/browse/HDDS-629,1,Concurrent Commits,External Interference,Unrelated Tests
HDFS,HDFS-11353,15849357,https://issues.apache.org/jira/browse/HDFS-11353,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
HDFS,HDFS-11984,16107370,https://issues.apache.org/jira/browse/HDFS-11984,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
HDFS,HDFS-12596,16195597,https://issues.apache.org/jira/browse/HDFS-12596,1,Concurrent Commits,Concurrent Commits,Unknown
HDFS,HDFS-13609,16513314,https://issues.apache.org/jira/browse/HDFS-13609,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
HIVE,HIVE-10382,14513434,https://issues.apache.org/jira/browse/HIVE-10382,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
HIVE,HIVE-15525,15818105,https://issues.apache.org/jira/browse/HIVE-15525,1,Concurrent Commits,Configuration-related Issues,Concurrent Commits
YARN,YARN-2996,14265760,https://issues.apache.org/jira/browse/YARN-2996,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
YARN,YARN-5713,15544997,https://issues.apache.org/jira/browse/YARN-5713,1,Concurrent Commits,External Interference,Concurrent Commits
YARN,YARN-8914,16664803,https://issues.apache.org/jira/browse/YARN-8914,1,Concurrent Commits,Concurrent Commits,Concurrent Commits
HADOOP,HADOOP-11150,14152714,https://issues.apache.org/jira/browse/HADOOP-11150,1,Unknown,Unknown,Configuration-related Issues
HDFS,HDFS-10179,15201023,https://issues.apache.org/jira/browse/HDFS-10179,1,Unknown,Unknown,Unknown
HDFS,HDFS-3733,13444356,https://issues.apache.org/jira/browse/HDFS-3733,1,Unknown,Unknown,Unknown
YARN,YARN-8155,16500523,https://issues.apache.org/jira/browse/YARN-8155,1,Unknown,Unknown,Unknown
HADOOP,HADOOP-11984,14546789,https://issues.apache.org/jira/browse/HADOOP-11984,1,Environment Impact,Environment Impact,Environment Impact
HADOOP,HADOOP-16152,16945004,https://issues.apache.org/jira/browse/HADOOP-16152,1,Environment Impact,Environment Impact,Non-reproducible
HBASE,HBASE-14644,15318141,https://issues.apache.org/jira/browse/HBASE-14644,1,Environment Impact,Environment Impact,Environment Impact
HDDS,HDDS-265,16568659,https://issues.apache.org/jira/browse/HDDS-265,1,Environment Impact,Environment Impact,Environment Impact
HDFS,HDFS-13052,16362820,https://issues.apache.org/jira/browse/HDFS-13052,1,Environment Impact,Environment Impact,Environment Impact
HDFS,HDFS-13951,16636128,https://issues.apache.org/jira/browse/HDFS-13951,1,Environment Impact,Environment Impact,Environment Impact
HDFS,HDFS-3082,13228772,https://issues.apache.org/jira/browse/HDFS-3082,1,Environment Impact,Unrelated Tests,Environment Impact
HIVE,HIVE-10658,14555578,https://issues.apache.org/jira/browse/HIVE-10658,1,Environment Impact,Unknown,Environment Impact
HDDS,HDDS-228,16537503,https://issues.apache.org/jira/browse/HDDS-228,1,Unknown,Unknown,Non-reproducible
HDDS,HDDS-550,16644931,https://issues.apache.org/jira/browse/HDDS-550,1,Environment Impact,Environment Impact,Environment Impact
HDDS,HDDS-428,16610802,https://issues.apache.org/jira/browse/HDDS-428,1,External Interference,External Interference,Configuration-related Issues
HIVE,HIVE-14346,16217488,https://issues.apache.org/jira/browse/HIVE-14346,1,Unknown,Unknown,Unknown
HADOOP,HADOOP-9439,13688421,https://issues.apache.org/jira/browse/HADOOP-9439,1,External Interference,Environment Impact,External Interference
HDFS,HDFS-13956,16638708,https://issues.apache.org/jira/browse/HDFS-13956,1,External Interference,External Interference,External Interference
