Number of Parallel Issues,Number of Prior Comments,Is Cross Projects,Number of Similar Failures,Is Shared Same Emsg,Is Duplicate,Is Reference,Is Blocker,Is Cloners,Is Child-Issue,Is dependent,Is Problem/Incident,Is Regression,Is Container,Is Dependent,Is Supercedes,Is Required,Is Parent Feature,Is Blocked,Is Dependency,Is Completes,Is Testing,Is Issue split,Has Config Files,Has Source Code,Modified Source Code Files,Config Lines Deleted,CI Latency
0.027464207482142823,0.15638212134604962,0.005887987469767925,0.17026648282771256,0.0752740995547012,0.01230226632262681,0.010313620875404174,0.02055902567263769,0.012434757717789211,0.006267644428437362,0.008044001577906992,0.008209935261145303,0.0036307726912577195,0.008797567721632477,0.010135271720555717,0.0,0.010210399204007596,0.0,0.006240341623013134,0.001189985954527627,0.0,0.0,0.0,0.02207709305180388,0.015206363465414863,0.14637061267650528,0.03829629256374636,0.2244391487912137
0.02648282067580618,0.1588485671580067,0.005808781256661682,0.1696769615386699,0.07317344255513986,0.012295494134789517,0.010635527263227517,0.020433455114861894,0.012737410232986995,0.0062420591636035885,0.008375360412535034,0.007956443682845768,0.003086896647218662,0.00826747986228633,0.011726258374254447,0.0,0.010959536149244066,0.0,0.006214203829507082,0.0012282742702700228,0.0,0.0,0.0,0.022159626936217834,0.015662506659136537,0.1440195243371843,0.03918966942056093,0.22481970032498527
0.026500099161569833,0.15683278855032684,0.005683579423767996,0.16891113308991074,0.07122325046758655,0.012742198372547243,0.010644710947461838,0.020439834918807135,0.011951465345265144,0.006321139873381674,0.007786685670677476,0.008621379469721158,0.0031290564663510865,0.008236844514922964,0.010018691837649956,0.0,0.010131309262260219,0.0,0.006814562972388601,0.0011149675689921471,0.0,0.0,0.0,0.022738699858029354,0.01445190835489551,0.14715690121016486,0.03844538931580463,0.2301034033475171
0.02467574330565558,0.15763131356213228,0.005934832152573227,0.16865010874649358,0.07569477373433633,0.012214010576187182,0.010141272005412635,0.020519331208681203,0.012309709530083878,0.006321630425567849,0.008961484452804716,0.008318896174010715,0.0034791948632720677,0.008790272343801628,0.011651618872088114,0.0,0.010403783082358621,0.0,0.00644381840162876,0.0011733532318533503,0.0,0.0,0.0,0.0225000413889618,0.015407540819393986,0.14515569557881616,0.03904385820726568,0.22457771733662063
0.02757276784697016,0.16121752068251965,0.006290588112487228,0.1672507962189323,0.0738289276388849,0.012077074307846207,0.01015748878592707,0.02035670609478505,0.012908820568635732,0.0060738148178532125,0.007628697622403218,0.008167335367951311,0.0032286303903583855,0.008469827191185176,0.01113005413376304,0.0,0.010119699047488282,0.0,0.006662775800711977,0.0010303609527503755,0.0,0.0,0.0,0.022315057319772052,0.015188804476668441,0.1472035217506388,0.038617909124172366,0.22250282174729516
0.02601267011290124,0.15910040819094767,0.005556184720639136,0.17159827398391841,0.07388458882522207,0.01252780796451326,0.010054407866170217,0.020842546216364072,0.012134964807329623,0.0061856916057926,0.00800004047025571,0.008193838857498791,0.0030803722934385344,0.008561080665999352,0.011378946534848203,0.0,0.009722769521949845,0.0,0.0065471990738432545,0.001285752634169604,0.0,0.0,0.0,0.022257854841578398,0.015391858746639248,0.14660307911284637,0.03764611980396398,0.22343354314917044
0.02607155824516776,0.1560804784485517,0.006469799078882445,0.1715263967708144,0.07304337035961327,0.011984987093197364,0.010507034699624867,0.02032575060815273,0.013170450600201356,0.005720092296174068,0.008807095776199841,0.008474860086191506,0.0029524224203970146,0.008385306516094631,0.011098219051784815,0.0,0.009936533120623403,0.0,0.006798814538998619,0.001316362492083864,0.0,0.0,0.0,0.022056758605324196,0.01510963555884554,0.14621822128530068,0.037711860608308986,0.22623399173946696
0.02613140600312066,0.1617622093420198,0.005886132389975541,0.16741879071206822,0.07414915512848329,0.011594419578560285,0.01050077373274756,0.020825977741291943,0.012418291130526681,0.006220979565359853,0.008672514656264427,0.008206897951017303,0.0033903278735229795,0.008832907561674017,0.010350085889832463,0.0,0.010472266681882647,0.0,0.00620705650395113,0.0012137540381812139,0.0,0.0,0.0,0.02337972677552668,0.01542525689242957,0.146550910860554,0.03759035311243588,0.2227998058785739
0.02592623495303517,0.15666307538428464,0.0062077882603221056,0.16934957174074636,0.0734421796479459,0.012244883432416037,0.009962421778647264,0.02015563757489223,0.013495041649389573,0.0062799025542508045,0.008355817966962881,0.00824031792000465,0.0034481126129749296,0.008089604879439518,0.010954164209328224,0.0,0.009900978546905748,0.0,0.006495664761271469,0.0011472832534062973,0.0,0.0,0.0,0.022150139342266423,0.016368328058351485,0.14723427158935326,0.03869151058968194,0.22519706929412306
0.026085863561807143,0.1586338666859196,0.006154724472084355,0.16956860975539303,0.07412956123412821,0.013032867244316418,0.010262388037339193,0.021022890713205948,0.01240495905195336,0.0067540410522795745,0.008998086026604108,0.008160083531197215,0.003711480913505579,0.008328089489417904,0.011288098515394645,0.0,0.010457574770544115,0.0,0.006597410004921142,0.0010851200473948647,0.0,0.0,0.0,0.02159513036526608,0.01572728134442855,0.14223122221464424,0.03868155562059981,0.22508909534765498
