Number of Parallel Issues,Number of Prior Comments,Is Cross Projects,Number of Similar Failures,Is Shared Same Emsg,Is Incorporates,Is Reference,Is dependent,Is Duplicate,Is Regression,Is Cloners,Is Required,Is Supercedes,Is Container,Is Blocked,Is Problem/Incident,Is Child-Issue,Is Parent Feature,Is Dependency,Is Dependent,Is Completes,Has Config Files,Has Source Code,Modified Source Code Files,Config Lines Deleted,CI Latency
0.04402483380847015,0.17199648177304033,0.017971433874418564,0.12086213267459031,0.07028407458478081,0.009183349811898148,0.030821169456659043,0.018398128229203902,0.019949789044893668,0.022597526487634273,0.00156192318130915,0.006915136358420495,0.0027875789561208155,0.0038566194235893983,0.0020002901801012473,0.012709242947110778,0.0006952513666198516,0.0,0.0007352513381897647,0.0019247074062070876,0.0,0.022834321547885724,0.014939905206653056,0.14072199495011714,0.028266321006896772,0.23396253638518955
0.04267387747103023,0.1700939881961661,0.018071933936759457,0.1213523246679697,0.06947189235530861,0.009691564646526485,0.030984116949439772,0.018000922263065607,0.02013516807094324,0.02301675946572488,0.0013932433453558528,0.006689637976334701,0.003028075829458959,0.00399575828187063,0.0019321162039882944,0.012416825774093138,0.0008486142712902526,0.0,0.0007705254157704686,0.0021402710583027424,0.0,0.023416774626049887,0.015647094697535537,0.13944892057914632,0.028609002573650726,0.23617059134421842
0.04246040293005523,0.17249088974956897,0.017487540779103528,0.1199625503330904,0.07290802616653602,0.008573849209250438,0.032281791232155174,0.017499944582956624,0.02034565392405644,0.02279407355849085,0.0013343723856036145,0.006796505742787774,0.0029457106241977094,0.003961727991592992,0.0017206839305217419,0.012469559001567678,0.0007670740256351437,0.0,0.0007433267924323795,0.0019062575604832036,0.0,0.02277241701982798,0.015007080520744037,0.14051922102525474,0.02764971938770753,0.23460162152637984
0.04311114474780074,0.1689626521185394,0.018460294378124915,0.120786652253743,0.07099910337897623,0.00887323857845503,0.030866691163477195,0.01766520065748823,0.020235962741829885,0.023468953071844136,0.0012446343206176129,0.0066692097857645165,0.0028713488574119285,0.003923414147876678,0.0018817468506157938,0.012722666678881505,0.0009130820407757591,0.0,0.0008160520348215749,0.001989740651471024,0.0,0.022841647612580746,0.015764996757156285,0.1432625385793703,0.026552215079032014,0.2351168135133455
0.04421310878049358,0.1718947754979473,0.019514163691696864,0.12152796749567438,0.07125445082860542,0.009361662125101883,0.031069751818313944,0.018436021251172226,0.02023341017121652,0.02203574810233082,0.0010063844835084006,0.006953169419008506,0.002930524909759861,0.003980873646354344,0.0019057046689501076,0.012823784060836344,0.0007101177810698029,0.0,0.0008345225222727403,0.0021997063999041194,0.0,0.022570085178890073,0.015016271033277084,0.13792209716020704,0.027896829292716686,0.23370886968069193
0.04258870729043833,0.1716619325736353,0.017529245271905726,0.11901586135407911,0.07077120562006055,0.009377314878342985,0.03163542751249754,0.01803121106601311,0.020126677268419275,0.022201376072831076,0.0013992290626429513,0.006986160926764992,0.0024322333575445016,0.003654638500253116,0.0017494504516032006,0.012549275985001333,0.0007437056251155248,0.0,0.0007674123874634238,0.001365334389045211,0.0,0.02249141935783891,0.015075189914443964,0.14235728356961422,0.02769731991089682,0.2377923876535489
0.04385239428930519,0.16999834744382986,0.0186245565315129,0.12139390418772374,0.07122341073461183,0.009030971510447515,0.03106391050455227,0.01804185075411303,0.020681558043922122,0.022474344059601404,0.0013036966500733077,0.006654868919956964,0.0025940934912971085,0.0037198915876187205,0.001760925388875028,0.012669370838667935,0.0006826772964580016,0.0,0.0008680616131903753,0.0021407475393955674,0.0,0.023213228293575812,0.015727548404783943,0.14053451351165627,0.02799440797788033,0.2337507204269508
0.04441666824363007,0.17214025240556177,0.01782934667028557,0.11982091764132985,0.07076240811884169,0.00856058239158813,0.031360034666572154,0.01793878072560563,0.019784267845121144,0.022866762014027184,0.0012195652807524744,0.006661252795939812,0.0027629764937801625,0.0037865313598274344,0.0018984949686965125,0.012831821127225898,0.0008256732700110576,0.0,0.0007537403202184962,0.0020136726054050514,0.0,0.023856273750014576,0.014758981449068953,0.14090418284523118,0.027624256904815847,0.23462255610644944
0.04336966457127542,0.17253651012557153,0.018058784559983252,0.12003561531229394,0.07120541630515878,0.009094895375761223,0.03067307452305479,0.018254873047060593,0.020820498428665134,0.022437917082709282,0.0014110628862789552,0.006647664929176907,0.0028434704019160238,0.0037349821427162962,0.0019786234513840123,0.01259165898118816,0.0007219440242550979,0.0,0.0007113725515180572,0.0017405911341231563,0.0,0.023242578071771634,0.015407047107639654,0.14085939365768213,0.027953370297497514,0.2336689910313185
0.04427682466133774,0.17237340663051887,0.018392081406584118,0.12154004365840192,0.07084789644267891,0.00898850199821984,0.031062440565698284,0.01828729290753047,0.019987818061001285,0.022476312747607897,0.0014043908065848357,0.007150339496093931,0.0027240839350869536,0.0038552089095175448,0.0018887150949328756,0.01236240614885788,0.0007792686051081714,0.0,0.000717564693733973,0.00218373329839187,0.0,0.023099675510517108,0.015336788340201399,0.14039536278518538,0.027452424424077027,0.23241741887213174
