Number of Parallel Issues,Number of Prior Comments,Is Cross Projects,Number of Similar Failures,Is Shared Same Emsg,Is Reference,Is Incorporates,Is Blocker,Is Container,Is dependent,Is Supercedes,Is Regression,Is Cloners,Is Required,Is Problem/Incident,Is Dependent,Is Child-Issue,Is Blocked,Is Completes,Is Parent Feature,Is Dependency,Is Issue split,Is Testing,Has Config Files,Has Source Code,Config Lines Deleted,CI Latency
0.05019463847642103,0.21505997740233346,0.021853124094318454,0.15733865134376607,0.03916462036580583,0.0368165875674944,0.010315565980540859,0.017299401705650745,0.0034198215894436896,0.023734809878433346,0.0048484259033852225,0.02345090587309067,0.003717488813343801,0.013619063909485687,0.006604759252502593,0.0011598363213980848,0.001547197082899461,0.0017226979948246914,0.0008766349732858174,0.0,0.0,0.0,0.0,0.02412270343920136,0.02922856728086523,0.03348259622006609,0.2804219245314435
0.04977890842506687,0.2192741048413361,0.021846556712080543,0.15377795434309788,0.03805529424793296,0.03635447893110023,0.010338703108817097,0.01792516197850633,0.003406934815970368,0.02405990708321786,0.004423815818718516,0.023615707208442575,0.004031453744414033,0.013747927704591437,0.006392085985939347,0.001276017160007122,0.00174828222907095,0.0016706157106007122,0.0008101606162398108,0.0,0.0,0.0,0.0,0.023918907833154153,0.02895089700051201,0.033953760789539836,0.2806423637116432
0.05069853130474439,0.2178574491961116,0.021270014389621963,0.15367168298849693,0.04012935233415425,0.037313910335168336,0.010655088655750216,0.01789420843472426,0.0035861983137531993,0.024228412560979025,0.004098942888405382,0.022590525912029275,0.003761368479568413,0.014061938780095647,0.006250830245444964,0.0013276252895896695,0.0019087197908107846,0.0017353956908772387,0.0008212852052245717,0.0,0.0,0.0,0.0,0.023011510510740536,0.02919367923742161,0.033264376008610194,0.28066895344767745
0.0512537191710847,0.2147876590498113,0.021282190853825288,0.1550607262750459,0.03988962806023437,0.03651569382140109,0.010873703125716738,0.017492322171187097,0.003694087456440663,0.023932497189298914,0.0037879669267788484,0.023220384296223272,0.003666288058972259,0.014470802840016875,0.00655596014771632,0.0011532125311622767,0.0018476263539479215,0.0017742311957623519,0.0008697789801577376,0.0,0.0,0.0,0.0,0.024011339763702587,0.02843630870245988,0.03369039829817379,0.28173347473087984
0.05118259017972045,0.2177903805479045,0.02109264547970776,0.15297602357826146,0.038809764962017726,0.036168569432927476,0.010469313206982741,0.016868080409092386,0.0037200843656823254,0.0237266148721293,0.004168664831115295,0.022809646370459576,0.0038594309401634797,0.013468543675506445,0.006656837853239778,0.0012523742101850986,0.0017184036377286317,0.0016711867696964273,0.0010065496884560615,0.0,0.0,0.0,0.0,0.023576646721976832,0.02916989464702995,0.03385170870924946,0.28398604491076695
0.05038850557731127,0.21729263963508433,0.021617354382391506,0.15402750000155754,0.03888284625318901,0.03674911374459568,0.010126284815962788,0.017905292491161816,0.003564949933783774,0.023591834286084745,0.00443238882216306,0.02347964801879975,0.00355672452547882,0.014091743133235999,0.006127575373954531,0.0011685657907517196,0.0019073051128557935,0.0017828180361148427,0.0007405777570261236,0.0,0.0,0.0,0.0,0.023124055652104777,0.02928794389496648,0.03415512702773436,0.2819992057336913
0.05001178740935967,0.21479551411585293,0.021693972991533535,0.15664933651077587,0.03899770343146019,0.0374012299791997,0.01089204249590284,0.017429634523128828,0.003915481250361981,0.02245228674046959,0.004002966133834227,0.022989350314679285,0.003559101555735629,0.014321577398603593,0.006374780563263351,0.0015323432448374427,0.001881424976007362,0.0017084942703354954,0.0007169959314509771,0.0,0.0,0.0,0.0,0.024231521415392022,0.0292345175668261,0.034862971130277795,0.2803449660507117
0.05161543931717524,0.21491819350271033,0.021675417450904795,0.15349937185658646,0.03990521820405097,0.037160197831869926,0.010415988940758309,0.01802524930465838,0.0035630320460980957,0.0242863618428701,0.004366264301424637,0.022761967649034095,0.003880324633447319,0.013908866086583182,0.005979489659350103,0.001352868147486099,0.001885624815340661,0.0016283008373760323,0.0009772433014069329,0.0,0.0,0.0,0.0,0.023708354201156898,0.0297063178481048,0.0337621665742983,0.2810177416473084
0.051763446204068794,0.21538167001926914,0.021359111348192693,0.1567517550237084,0.038945187444632136,0.03675176816628977,0.010438107135421582,0.017279467637270694,0.0033739873616493,0.023351613500895027,0.004670512765261233,0.023136915412413243,0.003868290763486884,0.014082129671546598,0.00679132149305627,0.0012207440952051649,0.001732513904791033,0.0016731187231086345,0.0006752227485875507,0.0,0.0,0.0,0.0,0.024217486316552538,0.027999314597090662,0.03408925831798659,0.2804470573495161
0.051521023081277165,0.21808067333507739,0.02078656332289093,0.15329073314545977,0.03842301189732579,0.036210425613638283,0.010350283035275878,0.018115069097747113,0.0036001837894516615,0.024377078681596914,0.004303023677137535,0.02283917716763458,0.0037008211454498605,0.01408690585451835,0.005961231989478781,0.001281885717212474,0.00176030638117699,0.0016215356318525494,0.0006558070702940616,0.0,0.0,0.0,0.0,0.023917355951119174,0.028241730612538114,0.03461075086232455,0.28226442293952214
0.05006136851697805,0.21925214082225475,0.02091954509857575,0.15662060820526952,0.04007943925887795,0.036750608858497555,0.010654363348070597,0.017428247177065235,0.003718404940420035,0.022812943354714038,0.004656581967245937,0.023428403506425555,0.003297762285215767,0.013847331520219169,0.006647376768960049,0.0012441551416723393,0.0018013648193496532,0.0018522165765911141,0.0007799019318005172,0.0,0.0,0.0,0.0,0.02355913401426226,0.02840142524427113,0.033488232141713,0.27869844450155
0.05013862700771028,0.21658752053556268,0.021047221030678548,0.15373066996325294,0.04044961914006133,0.037095732422884935,0.010623293253317704,0.01789633316437089,0.0034058830401480734,0.023642087128198607,0.004523883970639882,0.02289771574795414,0.003758220110856666,0.014022027450639749,0.006106560774166149,0.0013990246835846637,0.0018267081612979713,0.0016128623799706542,0.0007765271843851353,0.0,0.0,0.0,0.0,0.02379240562230698,0.029139503232418446,0.03367787867890562,0.281849695316688
0.04991415809028729,0.21811444089651072,0.021162745994865406,0.1555320657770182,0.03890998239135067,0.036360223250116216,0.01113086967637912,0.017230283634576387,0.0036978061190852092,0.023298815190836628,0.004221434449325561,0.023193743759559016,0.003777334540961251,0.013463611073628512,0.00652359643457062,0.0011695291632724714,0.001787697841482621,0.0017489718223895304,0.0008547634562008834,0.0,0.0,0.0,0.0,0.023706472990985827,0.029010398821706463,0.03397122502631441,0.281219829598577
0.05090870956402578,0.2164334070992223,0.021531738252474782,0.15472139354890893,0.038964470115791586,0.0364493483505868,0.010390873273934124,0.01732490798719107,0.003634842742789164,0.023089008048303584,0.004417644508553813,0.02325122927810355,0.0034920071046564355,0.014056386348398819,0.006530644518466022,0.0012741460110677466,0.0016414241875202253,0.0017583240141102255,0.0007926448422087438,0.0,0.0,0.0,0.0,0.0237266654257455,0.029087170657411503,0.03481670078502517,0.2817063133355041
0.051433051122635284,0.21754127041020827,0.02098818689399232,0.15398587547420922,0.03849173877122618,0.036669293401483255,0.011185208464235086,0.017733936720113884,0.0038391193285365792,0.02356453873787085,0.0037129736010592064,0.02291937924745036,0.003727507255278497,0.0138324819232927,0.006228351421665895,0.0011584884432986442,0.0018453666848528068,0.0016059094621224252,0.0010016848856282527,0.0,0.0,0.0,0.0,0.022856397553971,0.029357116630073198,0.033817656749570726,0.28250446681722535
0.05024627683575213,0.2168874800429549,0.02132000463333809,0.15529853813569872,0.038169402365407654,0.03760968917753935,0.010858574539286073,0.016997750691826772,0.0034839057155520367,0.023675639240411973,0.00357113363480994,0.021479509663764218,0.003572510531512603,0.014490689863723752,0.005954270161134152,0.0013684845021457637,0.001803981078370297,0.001585010721600752,0.0007122887309444409,0.0,0.0,0.0,0.0,0.023991655086049685,0.02932505112664165,0.033961705903447895,0.28363644761808715
0.051127752107232104,0.21540754097281067,0.022225443864407418,0.15521066032070607,0.04145826931455573,0.03661036746916531,0.010593027590359958,0.01721716532774403,0.0034846374459756384,0.022939788758963357,0.004745191059441987,0.022707197704528993,0.0035978967615203647,0.014002737295805354,0.006591914651744702,0.001316552116160797,0.0018419960255440567,0.001531350231934618,0.0008581545383600433,0.0,0.0,0.0,0.0,0.02322129149682741,0.02910640440335922,0.03279045511997224,0.28141420542288
0.0510289491923132,0.2194654584226062,0.020977894515740707,0.15484090037603293,0.03804408728211954,0.036708878456810694,0.010344499119581338,0.017518158216730795,0.003671344118872619,0.023593338057149665,0.00446556678183495,0.02244945933474366,0.003875015171145576,0.014501522237166605,0.0060857235556951725,0.0011534287181811992,0.0017519198404856516,0.001616438441276767,0.0009070326082698367,0.0,0.0,0.0,0.0,0.023382855362742216,0.02867306559540601,0.033411064760571596,0.28153339983452313
0.05040641157227442,0.21686455782499356,0.021548562750211168,0.15600267641356488,0.03951096590434078,0.0369674099041871,0.010596143052267104,0.017856907801149062,0.003597162304206417,0.022504653536982926,0.004404935442667112,0.023207831861768495,0.0038460193317323465,0.014183269835987722,0.006168590953443891,0.0011905188020372467,0.0018510919546269396,0.001575135482261734,0.000762561524096049,0.0,0.0,0.0,0.0,0.02308085155071633,0.029329518083673557,0.03346311085451977,0.2810811132582914
0.05082345800882282,0.21613192954933663,0.02135408464270673,0.1551807785408512,0.03889797123295758,0.03680977315725605,0.010608254057559517,0.017439774728238353,0.003735101736462282,0.02378085580069569,0.004554552432944922,0.023302246044260143,0.003641761336414512,0.014026580201731314,0.006345767057881457,0.0011902122129690167,0.0018236977352516527,0.0017839907856772408,0.0007014767784900164,0.0,0.0,0.0,0.0,0.023942663661281373,0.028539948380059417,0.03289073689505835,0.28249438502309376
0.049539986510261425,0.21693974426622545,0.021330786490282548,0.15549013167967804,0.04018109346266927,0.0376602008188281,0.009813769100747622,0.017732098233778557,0.0034903133871475667,0.0236003086547597,0.004682120901550846,0.023275724286054095,0.0034050767996154038,0.014276212866546165,0.006543262414387384,0.0012290380002189373,0.0019605456375725978,0.0017228414548149857,0.0007770280699306839,0.0,0.0,0.0,0.0,0.02369522738545003,0.029431146454698538,0.03245696388033331,0.2807663792444488
0.04958003937132689,0.21731949606115003,0.021884649570484065,0.15445680804828252,0.03857940990115148,0.036791288715845805,0.010996354827233167,0.018212961054704678,0.003671272083282691,0.023611215897323783,0.003917362121729679,0.02300463379048091,0.0037842752779611273,0.014149554839501421,0.006244967866910557,0.001112203419730289,0.0019049964103055564,0.0016989804080015762,0.0007108832959055309,0.0,0.0,0.0,0.0,0.023315265435669804,0.028005482979967404,0.03382199040603899,0.2832259082170121
0.05220492506360014,0.22000259501059144,0.020329375710151303,0.15390416720677902,0.03895945308551395,0.03630486711858065,0.011130557757886617,0.0171997187524153,0.003521680707857304,0.02427871533436083,0.0038962151581030135,0.02282393141994944,0.0037483427191985982,0.014035665543793614,0.006140911210996807,0.0013174549228971964,0.0019381094858523188,0.0016229568705041243,0.00068847072682816,0.0,0.0,0.0,0.0,0.023720422306302738,0.02917337806321548,0.034209892329787966,0.27884819349483403
0.051489905103670866,0.21444141431350944,0.02162418375467672,0.15530286527733222,0.03840963740232576,0.03749550020117652,0.010692596621743048,0.017353597224630906,0.0035402289957252504,0.02272912330030989,0.004404962048746416,0.02277671869345137,0.003753857478398562,0.013921114581633157,0.006321540824878039,0.001440831288312404,0.0016845203597601818,0.0018179626570622976,0.0006275307038999322,0.0,0.0,0.0,0.0,0.02378106734933922,0.029931740690295798,0.03455899848809692,0.281900102641025
0.049238487807857785,0.21838378195049998,0.021493864322233987,0.1550638640073791,0.03928577885429756,0.03628125291312493,0.010280781704070851,0.01799493096788202,0.00338201189331734,0.023897367314171355,0.0045781973123878985,0.02252074751676749,0.003411717842908778,0.014120496214090053,0.006538979794732937,0.001290810997985068,0.002039543213321099,0.001785637782002959,0.0005233436957218028,0.0,0.0,0.0,0.0,0.023527564884499284,0.027959443572409322,0.034073500549503546,0.2823278948888349
0.05084582308213951,0.21982079728953088,0.021873805876750217,0.15496939853424865,0.0373846188310676,0.03661969606727399,0.009796073764829157,0.017373051210563685,0.0034429425929171503,0.02349676530566945,0.00402599384285211,0.022764251127093616,0.004038219763024152,0.014244304564214369,0.006445649274254811,0.001216158914594976,0.0017958805290195425,0.0015164399114168466,0.001008995556695215,0.0,0.0,0.0,0.0,0.023253880630194547,0.029013672993905622,0.03308935718816373,0.28196422314958014
