Number of Parallel Issues,Number of Prior Comments,Is Cross Projects,Number of Similar Failures,Is Shared Same Emsg,Is dependent,Is Blocker,Is Reference,Is Incorporates,Is Regression,Is Cloners,Is Child-Issue,Is Required,Is Supercedes,Is Container,Is Problem/Incident,Is Blocked,Is Completes,Is Dependent,Is Parent Feature,Is Dependency,Has Config Files,Has Source Code,Modified Source Code Files,num_of_tests_failed,CI Latency
0.027299750351651463,0.14278291623396755,0.012955070896789092,0.1881585663152871,0.1506565361473539,0.008521076138739567,0.011859864832125847,0.019844740644161595,0.004011691650657975,0.0069727410120953804,0.005079001769744199,0.0,0.003998423990802825,0.0008104516242765022,0.0030456967792832895,0.0068805320319692675,0.0,0.0004444376585121633,0.0013710151802507303,0.0,0.0,0.020597978165973026,0.011579605233386147,0.09786067723928396,0.1322391700198145,0.14303005608387392
0.02563661288984967,0.14224228688445634,0.012821709371590828,0.18984814531147867,0.14978574199822212,0.009096832900309465,0.011301975412890934,0.02091232050554536,0.00426844977632279,0.007020151887841814,0.004837332297829245,0.0,0.003867287328110507,0.0008029347193552964,0.003034575477986759,0.006537476036627969,0.0,0.00044501403789005983,0.0014381872389203818,0.0,0.0,0.020749354239655477,0.012015004320045652,0.0959985866206679,0.13205993083229592,0.14528008991210686
0.02677504509280998,0.1412512146517121,0.012450498194178596,0.1896377476159375,0.15192040509054228,0.008840123211888724,0.011697096353323354,0.021176827822843268,0.00406042355560949,0.006925315695069217,0.005345949319114969,0.0,0.004128593482649556,0.0007357402029367352,0.0026040258752387216,0.006495405750947143,0.0,0.0004959615416480428,0.0013719932719528116,0.0,0.0,0.020055631677487744,0.01154129199079683,0.09448503881491184,0.13560566269456875,0.1424000080938324
0.026143438586441886,0.14131369943943003,0.012879143044368473,0.1885424836360366,0.15278675874553602,0.008924841265342955,0.011914692250104868,0.02099605839360106,0.00415852698069274,0.0084552847400152,0.0051975142949077496,0.0,0.00398404497073197,0.00074329348987367,0.0031886740723731212,0.006080620918444471,0.0,0.000501452484907866,0.001317692784809406,0.0,0.0,0.019708656855416583,0.01210929914574411,0.09744126961187964,0.12857109068664804,0.1450414636026935
0.02612665376488253,0.14397532381056788,0.012603953911149143,0.18939925041157987,0.15361540171830215,0.009206706164355481,0.011660097886995421,0.01994561815775216,0.004323187904069907,0.007002909566619408,0.004533643011119011,0.0,0.003944274307774692,0.0007907698990856744,0.002710972943800894,0.006821489481571195,0.0,0.0004999968878889959,0.001315534712154692,0.0,0.0,0.019527166645293432,0.011333273935202724,0.0967646542559831,0.12940410356344512,0.14449501706040657
0.025762504708805943,0.1446364097995978,0.012488505737537344,0.18902436223854044,0.15049481025741834,0.008959658158458363,0.011570505015461096,0.02022745460235545,0.004333921421983726,0.007185734646365878,0.005039144985951754,0.0,0.0038002360976882935,0.0007478041265857997,0.0029215312098611846,0.006492998795082959,0.0,0.0005462718482967517,0.001227745337194382,0.0,0.0,0.019879744295722306,0.01176094727025303,0.09786939320399182,0.1317315094357423,0.143298806807105
0.025875172773536532,0.14496169042216317,0.012477006931886416,0.19192231977891483,0.15015728231698272,0.008804868026884004,0.01146977769167917,0.020755617410013923,0.004100662679360568,0.007981285102825798,0.005128798387218912,0.0,0.003677729237738751,0.00086079604926806,0.003201880237789554,0.0066387897816837516,0.0,0.0004672219076991827,0.0014072631340203672,0.0,0.0,0.02092081933306894,0.011466265768636418,0.09545521386865963,0.12982211099780477,0.14244742816216452
0.026461088055643494,0.14145465737270166,0.013018137596289569,0.1885972070853415,0.15208039026341724,0.00856828175622584,0.012260134203948872,0.020086199639383417,0.004302056475631491,0.0068711969381863944,0.004745502758095453,0.0,0.00379790113420195,0.0009253393160252095,0.002923454698943523,0.006625780673852713,0.0,0.000406362233518006,0.0014980105657646588,0.0,0.0,0.02095359596162262,0.012126068327622102,0.09630262487662694,0.13101468984786435,0.14498132021909302
0.024301608957581454,0.14257100523135086,0.012963696945852246,0.1891680959511194,0.15133457824885885,0.00859652934658623,0.01218043221072287,0.020554064273697208,0.00412036834517725,0.007293687855545024,0.004874687065746851,0.0,0.0038633016939799425,0.0008047803375833086,0.0026372245659200197,0.0066025672340328315,0.0,0.00046816814800802335,0.0011824039048031973,0.0,0.0,0.020516916991784435,0.011647685322893815,0.09843543531911685,0.13129677997775396,0.1445859820718854
0.02700037620107401,0.1425593536062712,0.013378199593370093,0.19092071242460246,0.15172886491447607,0.008797016255276013,0.01161428535608229,0.01993753892818987,0.004389433090609765,0.006969902958467731,0.004511278270627357,0.0,0.00408004905425444,0.0008625737445499538,0.002621765297273833,0.006283424589570605,0.0,0.0005451192556468322,0.001337822984087261,0.0,0.0,0.019676369815306495,0.01163205465613422,0.09530951677907236,0.13240647967797892,0.14343786254707822
0.02605881436455178,0.1427434436706329,0.011806502515385295,0.19045568286121634,0.15199715957145718,0.008633301872881515,0.011290894976111455,0.020161403916887234,0.004247446817451912,0.007254866569540252,0.0051711364139725696,0.0,0.0037186941628559317,0.0009464536687683883,0.0030361358361415784,0.006735357037551246,0.0,0.000501211892688767,0.0013118917840989337,0.0,0.0,0.02061415648398797,0.011472416065445856,0.0986478203397729,0.1299728302564226,0.1432223789221775
0.026248154854548574,0.1433826131898938,0.012703451009855019,0.1900991102535703,0.15223689899602874,0.009181512987556685,0.012304484667661795,0.02103563877254421,0.004155500185625329,0.007616606983116702,0.005153265509322593,0.0,0.003867979737980271,0.000867968208361876,0.002777267526711715,0.006097815443252326,0.0,0.000421491085270309,0.0012348273716798347,0.0,0.0,0.01985545559345691,0.011839303777527958,0.09812429325220015,0.12918363284112008,0.1416127277527149
