project_name,comment_id,issue_id,label,deletions,insertions,files,num_parrel_issues,num_prior_comments,if_cross_project,num_parrel_commits,num_of_developers,commit_num,type_id,priority_id,is_share_same_emsg,is_share_similar_emsg,num_of_sf_comments,share_same_emsg,is_Incorporates,is_Duplicate,is_Reference,is_Blocker,is_Cloners,is_Child-Issue,is_dependent,is_Problem/Incident,is_Regression,is_Container,is_Dependent,is_Supercedes,is_Required,is_Parent Feature,is_Blocked,is_Dependency,is_Completes,is_Testing,is_Issue split,time,day,Time_difference,comment_created_at,created,has_config_files,has_source_code,lines_of_source_code_added,lines_of_source_code_deleted,lines_of_source_code_modified,num_of_modified_source_code_files,lines_of_config_file_added,lines_of_config_file_deleted,lines_of_config_file_modified,num_of_modified_config_files,has_contains_code_patch,lines_of_Test_classes_added,lines_of_Test_classes_deleted,lines_of_Test_classes_modified,lines_of_Test_files,has_contain_Test_files
HDDS,16616392.0,469,1,0.0,0.0,0.0,0,3,0,0,0,0.0,4,1,1,1,72,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537000845,17789.361631944445,0.0510300925925548,Sat 15 Sep 2018 16:40:45 +0000,Fri 14 Sep 2018 21:44:33 +0000,1.0,1.0,2.0,2.0,4.0,1.0,23.0,23.0,46.0,2.0,1.0,8.0,8.0,16.0,1.0,1.0
HDDS,16616672.0,464,0,0.0,0.0,0.0,0,1,0,0,0,0.0,7,3,1,1,60,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537067006,17790.12738425926,0.0875347222245181,Sun 16 Sep 2018 11:03:26 +0000,Fri 14 Sep 2018 18:28:34 +0000,1.0,1.0,74.0,5.0,79.0,5.0,19.0,0.0,19.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0
HDDS,16616896.0,399,0,0.0,0.0,0.0,0,5,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537103871,17790.5540625,0.0152083333341579,Sun 16 Sep 2018 21:17:51 +0000,Tue 4 Sep 2018 03:28:21 +0000,0.0,1.0,241.0,203.0,444.0,12.0,0.0,0.0,0.0,0.0,1.0,79.0,16.0,95.0,3.0,1.0
HDDS,16616898.0,399,0,0.0,0.0,0.0,0,5,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537104492,17790.56125,0.0071874999994179,Sun 16 Sep 2018 21:28:12 +0000,Tue 4 Sep 2018 03:28:21 +0000,0.0,1.0,245.0,203.0,448.0,12.0,0.0,0.0,0.0,0.0,1.0,79.0,16.0,95.0,3.0,1.0
HDDS,16616942.0,399,0,0.0,0.0,0.0,0,5,0,0,0,0.0,1,1,1,1,74,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537111568,17790.64314814815,0.0455787037026311,Sun 16 Sep 2018 23:26:08 +0000,Tue 4 Sep 2018 03:28:21 +0000,0.0,1.0,245.0,203.0,448.0,12.0,0.0,0.0,0.0,0.0,1.0,93.0,23.0,116.0,7.0,1.0
HDDS,16616963.0,447,0,0.0,0.0,0.0,0,3,0,0,0,0.0,4,3,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537115619,17790.69003472222,0.0468865740731416,Mon 17 Sep 2018 00:33:39 +0000,Thu 13 Sep 2018 10:09:45 +0000,1.0,1.0,0.0,0.0,0.0,0.0,303.0,140.0,443.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16616972.0,463,0,0.0,0.0,0.0,0,3,0,0,0,0.0,1,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537119253,17790.73209490741,0.0032638888915244,Mon 17 Sep 2018 01:34:13 +0000,Fri 14 Sep 2018 17:05:31 +0000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16617085.0,399,0,0.0,0.0,0.0,0,5,0,0,0,0.0,1,1,0,1,74,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537131565,17790.874594907407,0.0918981481481751,Mon 17 Sep 2018 04:59:25 +0000,Tue 4 Sep 2018 03:28:21 +0000,0.0,1.0,250.0,204.0,454.0,12.0,0.0,0.0,0.0,0.0,1.0,93.0,25.0,118.0,7.0,1.0
HDDS,16617525.0,399,0,0.0,0.0,0.0,0,5,0,0,0,0.0,1,1,0,1,44,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537162388,17791.231342592593,0.057372685187147,Mon 17 Sep 2018 13:33:08 +0000,Tue 4 Sep 2018 03:28:21 +0000,0.0,1.0,260.0,205.0,465.0,12.0,0.0,0.0,0.0,0.0,1.0,93.0,25.0,118.0,7.0,1.0
HDDS,16618032.0,366,0,0.0,0.0,0.0,0,3,0,0,0,0.0,3,3,0,1,116,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537183181,17791.472002314815,0.0122685185197042,Mon 17 Sep 2018 19:19:41 +0000,Mon 20 Aug 2018 22:19:10 +0000,0.0,1.0,67.0,22.0,89.0,7.0,0.0,0.0,0.0,0.0,1.0,55.0,6.0,61.0,3.0,1.0
HDDS,16618035.0,464,1,0.0,0.0,0.0,0,1,0,0,0,0.0,7,3,1,1,64,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537183300,17791.47337962963,0.0010300925932824,Mon 17 Sep 2018 19:21:40 +0000,Fri 14 Sep 2018 18:28:34 +0000,1.0,1.0,74.0,5.0,79.0,5.0,19.0,0.0,19.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0
HDDS,16618053.0,481,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,2,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537183881,17791.48010416667,0.0034375000032014,Mon 17 Sep 2018 19:31:21 +0000,Mon 17 Sep 2018 13:48:46 +0000,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16618106.0,435,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,1,0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537186742,17791.513217592594,0.0014120370396994,Mon 17 Sep 2018 20:19:02 +0000,Wed 12 Sep 2018 14:32:59 +0000,1.0,1.0,0.0,0.0,0.0,0.0,247.0,361.0,608.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16618113.0,476,0,0.0,0.0,0.0,0,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537187184,17791.518333333333,0.0012384259280224,Mon 17 Sep 2018 20:26:24 +0000,Sun 16 Sep 2018 12:19:36 +0000,1.0,1.0,497.0,320.0,817.0,37.0,9.0,1.0,10.0,2.0,1.0,48.0,23.0,71.0,8.0,1.0
HDDS,16618158.0,370,1,0.0,0.0,0.0,6,3,0,2,4,0.0,2,3,0,1,161,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537190066,17791.551689814816,0.0126504629661212,Mon 17 Sep 2018 21:14:26 +0000,Wed 22 Aug 2018 18:22:45 +0000,0.0,1.0,73.0,2.0,75.0,6.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,100.0,1.0,1.0
HDDS,16618358.0,366,0,0.0,0.0,0.0,0,3,0,0,0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537204546,17791.719282407408,0.0185763888912333,Tue 18 Sep 2018 01:15:46 +0000,Mon 20 Aug 2018 22:19:10 +0000,0.0,1.0,87.0,41.0,128.0,7.0,0.0,0.0,0.0,0.0,1.0,89.0,9.0,98.0,4.0,1.0
HDDS,16618676.0,476,0,0.0,0.0,0.0,0,1,0,0,0,0.0,1,1,0,1,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537229853,17792.0121875,0.0721643518518249,Tue 18 Sep 2018 08:17:33 +0000,Sun 16 Sep 2018 12:19:36 +0000,1.0,1.0,485.0,306.0,791.0,37.0,9.0,1.0,10.0,2.0,1.0,48.0,23.0,71.0,8.0,1.0
HDDS,16619259.0,461,0,0.0,0.0,0.0,0,4,0,0,0,0.0,1,3,1,1,43,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537254791,17792.30082175926,0.060752314817364,Tue 18 Sep 2018 15:13:11 +0000,Fri 14 Sep 2018 10:28:23 +0000,0.0,1.0,135.0,127.0,262.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
HDDS,16619291.0,476,0,0.0,0.0,0.0,0,1,0,0,0,0.0,1,1,0,1,157,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537255903,17792.313692129628,0.012870370366727,Tue 18 Sep 2018 15:31:43 +0000,Sun 16 Sep 2018 12:19:36 +0000,1.0,1.0,510.0,320.0,830.0,37.0,9.0,1.0,10.0,2.0,1.0,59.0,24.0,83.0,11.0,1.0
HDDS,16619500.0,461,0,0.0,0.0,0.0,0,4,0,0,0,0.0,1,3,0,1,155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537265428,17792.423935185183,0.0014236111092031,Tue 18 Sep 2018 18:10:28 +0000,Fri 14 Sep 2018 10:28:23 +0000,0.0,1.0,137.0,128.0,265.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
HDDS,16619507.0,476,0,0.0,0.0,0.0,0,1,0,0,0,0.0,1,1,1,1,46,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537265691,17792.426979166667,0.0009837962970777,Tue 18 Sep 2018 18:14:51 +0000,Sun 16 Sep 2018 12:19:36 +0000,1.0,1.0,510.0,320.0,830.0,37.0,9.0,1.0,10.0,2.0,1.0,59.0,24.0,83.0,11.0,1.0
HDDS,16619629.0,366,0,0.0,0.0,0.0,0,3,0,0,0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537271362,17792.492615740743,0.0098148148172185,Tue 18 Sep 2018 19:49:22 +0000,Mon 20 Aug 2018 22:19:10 +0000,0.0,1.0,87.0,41.0,128.0,7.0,0.0,0.0,0.0,0.0,1.0,90.0,9.0,99.0,4.0,1.0
HDDS,16619648.0,495,1,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537272473,17792.505474537036,0.0128587962935853,Tue 18 Sep 2018 20:07:53 +0000,Tue 18 Sep 2018 18:56:28 +0000,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16619684.0,394,0,0.0,0.0,0.0,0,9,0,0,0,0.0,1,3,0,1,66,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537274431,17792.528136574074,0.0024074074062809,Tue 18 Sep 2018 20:40:31 +0000,Sat 1 Sep 2018 02:20:56 +0000,0.0,1.0,240.0,236.0,476.0,21.0,0.0,0.0,0.0,0.0,1.0,377.0,327.0,704.0,22.0,1.0
HDDS,16619745.0,497,0,0.0,0.0,0.0,0,4,0,0,0,0.0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537277302,17792.56136574074,0.0006828703699284,Tue 18 Sep 2018 21:28:22 +0000,Tue 18 Sep 2018 20:01:04 +0000,1.0,1.0,0.0,0.0,0.0,0.0,19.0,18.0,37.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16619797.0,488,0,0.0,0.0,0.0,0,5,0,0,0,0.0,3,3,0,1,153,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537279897,17792.591400462963,0.0065624999988358,Tue 18 Sep 2018 22:11:37 +0000,Mon 17 Sep 2018 22:12:06 +0000,0.0,1.0,31.0,8.0,39.0,4.0,0.0,0.0,0.0,0.0,1.0,251.0,0.0,251.0,2.0,1.0
HDDS,16619833.0,500,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,1,1,205,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537282185,17792.617881944443,0.0044791666659875,Tue 18 Sep 2018 22:49:45 +0000,Tue 18 Sep 2018 21:12:35 +0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
HDDS,16619833.0,500,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,1,1,205,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537282185,17792.617881944443,0.0044791666659875,Tue 18 Sep 2018 22:49:45 +0000,Tue 18 Sep 2018 21:12:35 +0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
HDDS,16619887.0,370,0,0.0,0.0,0.0,6,3,0,2,4,0.0,2,3,0,1,81,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537284790,17792.648032407407,0.0061574074061354,Tue 18 Sep 2018 23:33:10 +0000,Wed 22 Aug 2018 18:22:45 +0000,0.0,1.0,73.0,2.0,75.0,6.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,68.0,1.0,1.0
HDDS,16619894.0,394,1,0.0,0.0,0.0,0,9,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537285682,17792.658356481483,0.0006365740773617,Tue 18 Sep 2018 23:48:02 +0000,Sat 1 Sep 2018 02:20:56 +0000,0.0,1.0,240.0,236.0,476.0,21.0,0.0,0.0,0.0,0.0,1.0,378.0,328.0,706.0,22.0,1.0
HDDS,16619898.0,497,0,0.0,0.0,0.0,0,4,0,0,0,0.0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537285807,17792.659803240742,0.0014467592591245,Tue 18 Sep 2018 23:50:07 +0000,Tue 18 Sep 2018 20:01:04 +0000,1.0,1.0,0.0,0.0,0.0,0.0,19.0,18.0,37.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16619912.0,490,0,0.0,0.0,0.0,0,3,0,0,0,0.0,1,3,0,1,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537287637,17792.680983796297,0.0184375000026193,Wed 19 Sep 2018 00:20:37 +0000,Tue 18 Sep 2018 00:13:11 +0000,0.0,1.0,11.0,10.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,57.0,1.0,1.0
HDDS,16619944.0,502,1,0.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537290791,17792.717488425926,0.0010300925932824,Wed 19 Sep 2018 01:13:11 +0000,Tue 18 Sep 2018 21:26:22 +0000,0.0,1.0,37.0,15.0,52.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16619959.0,488,0,0.0,0.0,0.0,0,5,0,0,0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537292388,17792.73597222222,0.018483796295186,Wed 19 Sep 2018 01:39:48 +0000,Mon 17 Sep 2018 22:12:06 +0000,0.0,1.0,31.0,8.0,39.0,4.0,0.0,0.0,0.0,0.0,1.0,252.0,0.0,252.0,2.0,1.0
HDDS,16620033.0,370,0,0.0,0.0,0.0,6,3,0,2,4,0.0,2,3,0,1,157,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537297943,17792.800266203703,0.0030092592605797,Wed 19 Sep 2018 03:12:23 +0000,Wed 22 Aug 2018 18:22:45 +0000,0.0,1.0,73.0,2.0,75.0,6.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,69.0,1.0,1.0
HDDS,16620466.0,476,0,0.0,0.0,0.0,0,1,0,0,0,0.0,1,1,1,1,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537327023,17793.136840277777,0.0276967592581058,Wed 19 Sep 2018 11:17:03 +0000,Sun 16 Sep 2018 12:19:36 +0000,1.0,1.0,516.0,324.0,840.0,37.0,9.0,1.0,10.0,2.0,1.0,59.0,25.0,84.0,11.0,1.0
HDDS,16620726.0,447,0,0.0,0.0,0.0,0,3,0,0,0,0.0,4,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537340710,17793.29525462963,0.0075347222227719,Wed 19 Sep 2018 15:05:10 +0000,Thu 13 Sep 2018 10:09:45 +0000,1.0,1.0,0.0,0.0,0.0,0.0,332.0,236.0,568.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16620768.0,444,0,0.0,0.0,0.0,0,8,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537343234,17793.324467592593,0.0011226851856918,Wed 19 Sep 2018 15:47:14 +0000,Thu 13 Sep 2018 09:22:42 +0000,1.0,1.0,637.0,1.0,638.0,21.0,586.0,236.0,822.0,27.0,1.0,117.0,0.0,117.0,2.0,1.0
HDDS,16620771.0,461,1,0.0,0.0,0.0,0,4,0,0,0,0.0,1,3,0,1,210,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537343394,17793.326319444444,0.0018518518518249,Wed 19 Sep 2018 15:49:54 +0000,Fri 14 Sep 2018 10:28:23 +0000,0.0,1.0,147.0,130.0,277.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
HDDS,16621064.0,509,1,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,0,1,313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537355465,17793.466030092593,0.0031481481491937,Wed 19 Sep 2018 19:11:05 +0000,Wed 19 Sep 2018 13:52:45 +0000,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0
HDDS,16621264.0,370,0,0.0,0.0,0.0,6,3,0,2,4,0.0,2,3,1,1,30,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537366807,17793.597303240742,0.0042361111118225,Wed 19 Sep 2018 22:20:07 +0000,Wed 22 Aug 2018 18:22:45 +0000,0.0,1.0,73.0,2.0,75.0,6.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,80.0,1.0,1.0
HDDS,16621381.0,511,0,0.0,0.0,0.0,0,0,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537377490,17793.720949074075,0.0047106481506489,Thu 20 Sep 2018 01:18:10 +0000,Wed 19 Sep 2018 18:10:44 +0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HDDS,16622093.0,325,0,0.0,0.0,0.0,0,3,0,0,0,0.0,1,3,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537423087,17794.24869212963,0.0266898148147447,Thu 20 Sep 2018 13:58:07 +0000,Mon 6 Aug 2018 05:14:27 +0000,0.0,1.0,299.0,157.0,456.0,26.0,0.0,0.0,0.0,0.0,1.0,90.0,40.0,130.0,7.0,1.0
HDDS,16622348.0,325,0,0.0,0.0,0.0,0,3,0,0,0,0.0,1,3,1,1,31,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537434570,17794.381597222222,0.0005324074081727,Thu 20 Sep 2018 17:09:30 +0000,Mon 6 Aug 2018 05:14:27 +0000,0.0,1.0,300.0,158.0,458.0,26.0,0.0,0.0,0.0,0.0,1.0,90.0,40.0,130.0,7.0,1.0
HDDS,16622936.0,370,0,0.0,0.0,0.0,6,3,0,2,4,0.0,2,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537463805,17794.719965277778,0.0740624999998544,Fri 21 Sep 2018 01:16:45 +0000,Wed 22 Aug 2018 18:22:45 +0000,0.0,1.0,73.0,2.0,75.0,6.0,0.0,0.0,0.0,0.0,1.0,273.0,191.0,464.0,3.0,1.0
HDDS,16623167.0,526,0,0.0,0.0,0.0,0,1,0,0,0,0.0,4,3,0,1,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537484736,17794.96222222222,0.0800115740712499,Fri 21 Sep 2018 07:05:36 +0000,Thu 20 Sep 2018 20:43:03 +0000,0.0,1.0,10.0,117.0,127.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,102.0,117.0,3.0,1.0
HDDS,16623579.0,447,0,0.0,0.0,0.0,0,3,0,0,0,0.0,4,3,0,1,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537506093,17795.20940972222,0.0163078703699284,Fri 21 Sep 2018 13:01:33 +0000,Thu 13 Sep 2018 10:09:45 +0000,1.0,1.0,0.0,0.0,0.0,0.0,348.0,239.0,587.0,23.0,1.0,0.0,0.0,0.0,4.0,1.0
HDDS,16624185.0,370,1,0.0,0.0,0.0,6,3,0,2,4,0.0,2,3,1,1,32,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537535451,17795.54920138889,0.013634259259561,Fri 21 Sep 2018 21:10:51 +0000,Wed 22 Aug 2018 18:22:45 +0000,0.0,1.0,77.0,2.0,79.0,6.0,0.0,0.0,0.0,0.0,1.0,224.0,191.0,415.0,2.0,1.0
HDDS,16624394.0,8,0,0.0,0.0,0.0,0,6,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537550033,17795.717974537038,0.0480671296281798,Sat 22 Sep 2018 01:13:53 +0000,Fri 27 Apr 2018 17:57:32 +0000,1.0,1.0,1249.0,53.0,1302.0,23.0,24.0,5.0,29.0,2.0,1.0,422.0,20.0,442.0,5.0,1.0
HDDS,16624403.0,8,0,0.0,0.0,0.0,0,6,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537550980,17795.728935185183,0.0109606481455557,Sat 22 Sep 2018 01:29:40 +0000,Fri 27 Apr 2018 17:57:32 +0000,1.0,1.0,1249.0,53.0,1302.0,23.0,24.0,5.0,29.0,2.0,1.0,422.0,20.0,442.0,5.0,1.0
HDDS,16624798.0,447,0,0.0,0.0,0.0,0,3,0,0,0,0.0,4,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537616373,17796.485798611113,0.1551736111141508,Sat 22 Sep 2018 19:39:33 +0000,Thu 13 Sep 2018 10:09:45 +0000,1.0,1.0,0.0,0.0,0.0,0.0,347.0,239.0,586.0,23.0,1.0,0.0,0.0,0.0,4.0,1.0
