pr_number,pr_url,build_id,build_name,build_url,commit_sha,build_started_at,build_completed_at,pr_created_at,pr_author,has_unrelated_discussion,num_associated_comments,num_parallel_issues,num_prior_comments,ci_latency_days,has_code_patch,is_shared_same_emsg,num_similar_failures,has_config_files,config_files_count,config_lines_added,config_lines_deleted,config_lines_modified,has_source_code,source_code_files_count,source_code_lines_added,source_code_lines_deleted,source_code_lines_modified,label,label_reason
43882,https://github.com/keycloak/keycloak/pull/43882,54208818136,External links check,https://github.com/keycloak/keycloak/actions/runs/18979693291/job/54208818136,714ed6b587d485e243418310447e095f8d1a45ee,2025-10-31T17:04:12Z,2025-10-31T17:05:58Z,2025-10-31T17:03:52Z,ahus1,False,0,6,0,0.0002314814814814,False,True,30,True,2,62,0,62,True,2,12,6,18,Q,Infrastructure job: External links check
44774,https://github.com/keycloak/keycloak/pull/44774,57537258118,Forms IT (chrome),https://github.com/keycloak/keycloak/actions/runs/20060728583/job/57537258118,75749816c520a59a7b1f011d878991d22f39e504,2025-12-09T10:51:44Z,2025-12-09T11:30:59Z,2025-12-09T10:46:10Z,stianst,False,0,10,0,0.0038657407407407,False,True,1,False,0,0,0,0,True,6,36,2,38,Q,Shared error with 1 similar failure(s)
44664,https://github.com/keycloak/keycloak/pull/44664,58125078204,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19923933079/job/58125078204,7c88b41bd40bf01ee045bd1323c059f92e16cb57,2025-12-15T20:01:19Z,2025-12-15T20:01:27Z,2025-12-04T09:21:27Z,kvfi,False,0,10,0,11.444351851851852,False,False,0,False,0,0,0,0,True,3,113,2,115,Q,High CI latency (11.4 days)
44446,https://github.com/keycloak/keycloak/pull/44446,56801590039,Status Check - Keycloak Documentation,https://github.com/keycloak/keycloak/actions/runs/19826631498/job/56801590039,d3aca931558c9d68b611f9884172376a7b02fa47,2025-12-01T14:46:15Z,2025-12-01T14:46:23Z,2025-11-25T02:12:27Z,sguilhen,False,0,6,0,6.523472222222222,False,False,0,False,0,0,0,0,True,7,48,105,153,Q,"Retry succeeded (same commit, no new code)"
43882,https://github.com/keycloak/keycloak/pull/43882,54395084461,label,https://github.com/keycloak/keycloak/actions/runs/19046250506/job/54395084461,714ed6b587d485e243418310447e095f8d1a45ee,2025-11-03T19:07:10Z,2025-11-03T19:07:19Z,2025-10-31T17:03:52Z,ahus1,False,0,12,0,3.085625,False,False,0,True,2,62,0,62,True,2,12,6,18,N,No clear unrelated indicator
43413,https://github.com/keycloak/keycloak/pull/43413,52683396559,Status Check - CodeQL,https://github.com/keycloak/keycloak/actions/runs/18490251518/job/52683396559,d9adbc2aeb7139367a7c6bd3f6ab4f105840028d,2025-10-14T08:40:40Z,2025-10-14T08:40:47Z,2025-10-13T14:41:26Z,stianst,False,0,23,0,0.7494675925925925,False,False,0,True,1,1,1,2,False,0,0,0,0,Q,"Retry succeeded (same commit, no new code)"
43697,https://github.com/keycloak/keycloak/pull/43697,53701260364,Store Model Tests,https://github.com/keycloak/keycloak/actions/runs/18822828663/job/53701260364,8c43ea6af68ba40790f2607f5c197b44eb8b7aa1,2025-10-26T19:54:23Z,2025-10-26T20:23:58Z,2025-10-24T13:20:12Z,ahus1,False,1,4,1,2.273738425925926,True,False,0,False,0,0,0,0,True,2,4,1,5,N,No clear unrelated indicator
40215,https://github.com/keycloak/keycloak/pull/40215,52087472457,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18292067279/job/52087472457,f9fdb9c8159b7e544ea361be1c965a71b84deee7,2025-10-06T20:40:57Z,2025-10-06T20:41:04Z,2025-06-03T22:08:34Z,jirutka,False,1,12,2,124.9391550925926,True,False,0,False,0,0,0,0,True,4,28,3,31,Q,High CI latency (124.9 days)
43229,https://github.com/keycloak/keycloak/pull/43229,52101539046,Status Check - Keycloak JavaScript CI,https://github.com/keycloak/keycloak/actions/runs/18298052720/job/52101539046,75936d35f9bd011f171b74c65fcbb435adf632ab,2025-10-07T00:37:02Z,2025-10-07T00:37:10Z,2025-10-07T00:15:08Z,dependabot[bot],False,1,14,0,0.0152083333333333,False,False,0,True,2,65,65,130,False,0,0,0,0,N,No clear unrelated indicator
43208,https://github.com/keycloak/keycloak/pull/43208,52001117869,Admin UI,https://github.com/keycloak/keycloak/actions/runs/18266301989/job/52001117869,4ad31e9323ff79a287a703d11b50dca55f5a5a28,2025-10-06T00:12:59Z,2025-10-06T00:14:56Z,2025-10-06T00:12:36Z,dependabot[bot],False,1,12,0,0.0002662037037037,False,False,0,True,4,13,13,26,False,0,0,0,0,N,No clear unrelated indicator
