pr_number,pr_url,build_id,build_name,build_url,commit_sha,build_started_at,build_completed_at,pr_created_at,pr_author,has_unrelated_discussion,num_associated_comments,num_parallel_issues,num_prior_comments,ci_latency_days,has_code_patch,is_shared_same_emsg,num_similar_failures,has_config_files,config_files_count,config_lines_added,config_lines_deleted,config_lines_modified,has_source_code,source_code_files_count,source_code_lines_added,source_code_lines_deleted,source_code_lines_modified
44001,https://github.com/keycloak/keycloak/pull/44001,54675494252,Build distribution,https://github.com/keycloak/keycloak/actions/runs/19132201323/job/54675494252,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:13:53Z,2025-11-06T10:14:50Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.00019675925925925926,False,True,34,False,0,0,0,0,True,10,46,68,114
44001,https://github.com/keycloak/keycloak/pull/44001,54675584750,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/19132201323/job/54675584750,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:14:53Z,2025-11-06T10:15:01Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.0008912037037037037,False,False,0,False,0,0,0,0,True,10,46,68,114
44001,https://github.com/keycloak/keycloak/pull/44001,54675489728,CodeQL Java,https://github.com/keycloak/keycloak/actions/runs/19132201273/job/54675489728,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:13:51Z,2025-11-06T10:15:26Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.00017361111111111112,False,True,32,False,0,0,0,0,True,10,46,68,114
44001,https://github.com/keycloak/keycloak/pull/44001,54675640033,Status Check - CodeQL,https://github.com/keycloak/keycloak/actions/runs/19132201273/job/54675640033,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:15:29Z,2025-11-06T10:15:35Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.0013078703703703703,False,False,0,False,0,0,0,0,True,10,46,68,114
44001,https://github.com/keycloak/keycloak/pull/44001,54675491162,Build,https://github.com/keycloak/keycloak/actions/runs/19132201277/job/54675491162,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:13:52Z,2025-11-06T10:16:07Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.00018518518518518518,False,True,33,False,0,0,0,0,True,10,46,68,114
44001,https://github.com/keycloak/keycloak/pull/44001,54675702243,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19132201277/job/54675702243,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:16:09Z,2025-11-06T10:16:15Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.0017708333333333332,False,False,0,False,0,0,0,0,True,10,46,68,114
43952,https://github.com/keycloak/keycloak/pull/43952,54559272726,External links check,https://github.com/keycloak/keycloak/actions/runs/19096957924/job/54559272726,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:13:09Z,2025-11-05T09:14:51Z,2025-11-05T07:48:55Z,ahus1,False,1,13,0,0.05849537037037037,True,True,39,False,0,0,0,0,True,2,3,4,7
43952,https://github.com/keycloak/keycloak/pull/43952,54559635475,Quarkus UT (ubuntu-latest),https://github.com/keycloak/keycloak/actions/runs/19096957921/job/54559635475,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:17:17Z,2025-11-05T09:19:04Z,2025-11-05T07:48:55Z,ahus1,False,0,13,1,0.06136574074074074,True,True,13,False,0,0,0,0,True,2,3,4,7
43952,https://github.com/keycloak/keycloak/pull/43952,54559635516,"Quarkus IT (ubuntu-latest, zip-slow, true)",https://github.com/keycloak/keycloak/actions/runs/19096957921/job/54559635516,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:17:17Z,2025-11-05T09:44:19Z,2025-11-05T07:48:55Z,ahus1,False,0,13,1,0.06136574074074074,True,True,14,False,0,0,0,0,True,2,3,4,7
43952,https://github.com/keycloak/keycloak/pull/43952,54559635525,"Quarkus IT (ubuntu-latest, container, true)",https://github.com/keycloak/keycloak/actions/runs/19096957921/job/54559635525,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:17:17Z,2025-11-05T09:46:41Z,2025-11-05T07:48:55Z,ahus1,False,0,13,1,0.06136574074074074,True,True,15,False,0,0,0,0,True,2,3,4,7
43952,https://github.com/keycloak/keycloak/pull/43952,54559635528,"Quarkus IT (ubuntu-latest, zip-fast, true)",https://github.com/keycloak/keycloak/actions/runs/19096957921/job/54559635528,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:17:16Z,2025-11-05T09:46:20Z,2025-11-05T07:48:55Z,ahus1,False,0,13,1,0.06135416666666667,True,True,6,False,0,0,0,0,True,2,3,4,7
43952,https://github.com/keycloak/keycloak/pull/43952,54562891002,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19096957921/job/54562891002,e731df85294fb5587c75a8684618b2890cd64903,2025-11-05T09:55:08Z,2025-11-05T09:55:16Z,2025-11-05T07:48:55Z,ahus1,False,0,13,1,0.08765046296296296,True,False,0,False,0,0,0,0,True,2,3,4,7
12891,https://github.com/keycloak/keycloak/pull/12891,54485587370,Base IT (2),https://github.com/keycloak/keycloak/actions/runs/19074185104/job/54485587370,11c733371e4d3ff20bb1bd4fd9b45b3591eaf070,2025-11-04T15:44:45Z,2025-11-04T16:09:36Z,2022-07-04T10:36:26Z,cgeorgilakis,False,0,11,16,1219.2141087962964,False,True,13,False,0,0,0,0,True,1,1,0,1
12891,https://github.com/keycloak/keycloak/pull/12891,54496696543,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19074185104/job/54496696543,11c733371e4d3ff20bb1bd4fd9b45b3591eaf070,2025-11-04T17:29:46Z,2025-11-04T17:29:53Z,2022-07-04T10:36:26Z,cgeorgilakis,False,0,11,16,1219.287037037037,False,False,0,False,0,0,0,0,True,1,1,0,1
43846,https://github.com/keycloak/keycloak/pull/43846,54488824009,Store IT (oracle),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824009,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:09Z,2025-11-04T16:45:46Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162083333333333,False,True,27,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54488824013,Store IT (tidb),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824013,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:11Z,2025-11-04T17:00:59Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162106481481482,False,True,33,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54488824046,Store IT (mysql),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824046,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:10Z,2025-11-04T16:51:16Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162094907407408,False,True,30,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54488824053,Store IT (postgres),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824053,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:09Z,2025-11-04T16:43:43Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162083333333333,False,True,6,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54488824074,Store IT (mariadb),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824074,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:10Z,2025-11-04T16:45:23Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162094907407408,False,True,30,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54488824076,Store IT (mssql),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824076,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:09Z,2025-11-04T16:45:31Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162083333333333,False,True,27,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54488824161,Base IT (new),https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54488824161,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T16:14:10Z,2025-11-04T16:45:30Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.162094907407408,False,True,30,False,0,0,0,0,True,2,138,0,138
43846,https://github.com/keycloak/keycloak/pull/43846,54493778394,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19075014148/job/54493778394,4a3b8d31ba825eeb41dd487036776bd52a445606,2025-11-04T17:01:05Z,2025-11-04T17:01:12Z,2025-10-30T12:20:45Z,SebastEnn,False,0,11,0,5.194675925925926,False,False,0,False,0,0,0,0,True,2,138,0,138
41886,https://github.com/keycloak/keycloak/pull/41886,54470208458,"Quarkus IT (ubuntu-latest, zip-fast, true)",https://github.com/keycloak/keycloak/actions/runs/19069866418/job/54470208458,816c6249aca54640dc857997a853f59ddbab7328,2025-11-04T13:21:47Z,2025-11-04T14:02:51Z,2025-08-14T14:47:05Z,shawkins,False,0,11,9,81.9407638888889,False,True,11,False,0,0,0,0,True,24,174,259,433
41886,https://github.com/keycloak/keycloak/pull/41886,54470208469,"Quarkus IT (windows-latest, win)",https://github.com/keycloak/keycloak/actions/runs/19069866418/job/54470208469,816c6249aca54640dc857997a853f59ddbab7328,2025-11-04T13:21:30Z,2025-11-04T13:39:19Z,2025-08-14T14:47:05Z,shawkins,False,0,11,9,81.94056712962963,False,True,9,False,0,0,0,0,True,24,174,259,433
41886,https://github.com/keycloak/keycloak/pull/41886,54470208471,"Quarkus IT (ubuntu-latest, container, true)",https://github.com/keycloak/keycloak/actions/runs/19069866418/job/54470208471,816c6249aca54640dc857997a853f59ddbab7328,2025-11-04T13:21:46Z,2025-11-04T13:43:58Z,2025-08-14T14:47:05Z,shawkins,False,0,11,9,81.94075231481482,False,True,10,False,0,0,0,0,True,24,174,259,433
41886,https://github.com/keycloak/keycloak/pull/41886,54477284398,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19069866418/job/54477284398,816c6249aca54640dc857997a853f59ddbab7328,2025-11-04T14:30:19Z,2025-11-04T14:30:25Z,2025-08-14T14:47:05Z,shawkins,False,0,11,9,81.98835648148147,False,False,0,False,0,0,0,0,True,24,174,259,433
41886,https://github.com/keycloak/keycloak/pull/41886,54470019550,Test remote (slow),https://github.com/keycloak/keycloak/actions/runs/19069866405/job/54470019550,816c6249aca54640dc857997a853f59ddbab7328,2025-11-04T13:19:29Z,2025-11-04T13:49:45Z,2025-08-14T14:47:05Z,shawkins,False,0,11,9,81.93916666666667,False,True,8,False,0,0,0,0,True,24,174,259,433
41886,https://github.com/keycloak/keycloak/pull/41886,54472980991,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/19069866405/job/54472980991,816c6249aca54640dc857997a853f59ddbab7328,2025-11-04T13:49:50Z,2025-11-04T13:49:58Z,2025-08-14T14:47:05Z,shawkins,False,0,11,9,81.96024305555555,False,False,0,False,0,0,0,0,True,24,174,259,433
43923,https://github.com/keycloak/keycloak/pull/43923,54441970322,Build,https://github.com/keycloak/keycloak/actions/runs/19061483372/job/54441970322,d63c3cdd98d5a2418ba85a90e0eff6eec39ffea0,2025-11-04T07:46:43Z,2025-11-04T07:47:41Z,2025-11-04T07:45:02Z,thomasdarimont,False,0,11,0,0.0011689814814814816,False,False,0,False,0,0,0,0,True,10,39,38,77
43923,https://github.com/keycloak/keycloak/pull/43923,54442032835,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19061483372/job/54442032835,d63c3cdd98d5a2418ba85a90e0eff6eec39ffea0,2025-11-04T07:47:44Z,2025-11-04T07:47:49Z,2025-11-04T07:45:02Z,thomasdarimont,False,0,11,0,0.001875,False,False,0,False,0,0,0,0,True,10,39,38,77
43881,https://github.com/keycloak/keycloak/pull/43881,54395110002,label,https://github.com/keycloak/keycloak/actions/runs/19046258561/job/54395110002,de43eeb0bc0916bf97d97bd3253b2d05bd1b3eb0,2025-11-03T19:07:28Z,2025-11-03T19:07:41Z,2025-10-31T17:03:08Z,ahus1,False,0,12,0,3.0863425925925925,False,False,0,True,2,62,0,62,True,2,12,6,18
43881,https://github.com/keycloak/keycloak/pull/43881,54208774644,External links check,https://github.com/keycloak/keycloak/actions/runs/18979673303/job/54208774644,de43eeb0bc0916bf97d97bd3253b2d05bd1b3eb0,2025-10-31T17:03:47Z,2025-10-31T17:05:11Z,2025-10-31T17:03:08Z,ahus1,False,0,6,0,0.00045138888888888887,False,True,29,True,2,62,0,62,True,2,12,6,18
43882,https://github.com/keycloak/keycloak/pull/43882,54395084461,label,https://github.com/keycloak/keycloak/actions/runs/19046250506/job/54395084461,714ed6b587d485e243418310447e095f8d1a45ee,2025-11-03T19:07:10Z,2025-11-03T19:07:19Z,2025-10-31T17:03:52Z,ahus1,False,0,12,0,3.085625,False,False,0,True,2,62,0,62,True,2,12,6,18
43882,https://github.com/keycloak/keycloak/pull/43882,54208818136,External links check,https://github.com/keycloak/keycloak/actions/runs/18979693291/job/54208818136,714ed6b587d485e243418310447e095f8d1a45ee,2025-10-31T17:04:12Z,2025-10-31T17:05:58Z,2025-10-31T17:03:52Z,ahus1,False,0,6,0,0.0002314814814814815,False,True,30,True,2,62,0,62,True,2,12,6,18
15253,https://github.com/keycloak/keycloak/pull/15253,54350289982,Admin UI E2E (chromium),https://github.com/keycloak/keycloak/actions/runs/19032613237/job/54350289982,fe68dc8a9987b35ee4a6369a7781bb420417a651,2025-11-03T11:18:11Z,2025-11-03T11:35:08Z,2022-11-01T15:54:45Z,tsaarni,False,1,12,18,1097.8079398148147,True,False,0,True,1,2,0,2,True,16,606,72,678
15253,https://github.com/keycloak/keycloak/pull/15253,54351633841,Status Check - Keycloak JavaScript CI,https://github.com/keycloak/keycloak/actions/runs/19032613237/job/54351633841,fe68dc8a9987b35ee4a6369a7781bb420417a651,2025-11-03T11:35:10Z,2025-11-03T11:35:16Z,2022-11-01T15:54:45Z,tsaarni,False,0,12,19,1097.8197337962963,True,False,0,True,1,2,0,2,True,16,606,72,678
43892,https://github.com/keycloak/keycloak/pull/43892,54348465403,Store IT (mssql),https://github.com/keycloak/keycloak/actions/runs/19032005071/job/54348465403,66c76e4ed7834f01754be8624e9cb530aa8f3f94,2025-11-03T10:56:19Z,2025-11-03T11:26:02Z,2025-11-03T07:38:33Z,keshavprashantdeshpande,False,0,12,0,0.13733796296296297,False,True,6,True,1,8,0,8,True,4,134,13,147
43892,https://github.com/keycloak/keycloak/pull/43892,54348465406,Store IT (oracle),https://github.com/keycloak/keycloak/actions/runs/19032005071/job/54348465406,66c76e4ed7834f01754be8624e9cb530aa8f3f94,2025-11-03T10:56:19Z,2025-11-03T11:27:07Z,2025-11-03T07:38:33Z,keshavprashantdeshpande,False,0,12,0,0.13733796296296297,False,True,24,True,1,8,0,8,True,4,134,13,147
43892,https://github.com/keycloak/keycloak/pull/43892,54348465413,Store IT (postgres),https://github.com/keycloak/keycloak/actions/runs/19032005071/job/54348465413,66c76e4ed7834f01754be8624e9cb530aa8f3f94,2025-11-03T10:56:18Z,2025-11-03T11:23:36Z,2025-11-03T07:38:33Z,keshavprashantdeshpande,False,0,12,0,0.1373263888888889,False,True,2,True,1,8,0,8,True,4,134,13,147
43892,https://github.com/keycloak/keycloak/pull/43892,54348465429,Store IT (mariadb),https://github.com/keycloak/keycloak/actions/runs/19032005071/job/54348465429,66c76e4ed7834f01754be8624e9cb530aa8f3f94,2025-11-03T10:56:19Z,2025-11-03T11:24:53Z,2025-11-03T07:38:33Z,keshavprashantdeshpande,False,0,12,0,0.13733796296296297,False,True,6,True,1,8,0,8,True,4,134,13,147
43892,https://github.com/keycloak/keycloak/pull/43892,54348465515,Base IT (new),https://github.com/keycloak/keycloak/actions/runs/19032005071/job/54348465515,66c76e4ed7834f01754be8624e9cb530aa8f3f94,2025-11-03T10:56:17Z,2025-11-03T11:25:24Z,2025-11-03T07:38:33Z,keshavprashantdeshpande,False,0,12,0,0.1373148148148148,False,True,22,True,1,8,0,8,True,4,134,13,147
43892,https://github.com/keycloak/keycloak/pull/43892,54354273634,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19032005071/job/54354273634,66c76e4ed7834f01754be8624e9cb530aa8f3f94,2025-11-03T12:08:21Z,2025-11-03T12:08:27Z,2025-11-03T07:38:33Z,keshavprashantdeshpande,False,0,12,0,0.18736111111111112,False,False,0,True,1,8,0,8,True,4,134,13,147
43697,https://github.com/keycloak/keycloak/pull/43697,53701260359,Base IT (5),https://github.com/keycloak/keycloak/actions/runs/18822828663/job/53701260359,8c43ea6af68ba40790f2607f5c197b44eb8b7aa1,2025-10-26T19:54:21Z,2025-10-26T20:21:56Z,2025-10-24T13:20:12Z,ahus1,False,1,4,1,2.273715277777778,True,True,1,False,0,0,0,0,True,2,4,1,5
43697,https://github.com/keycloak/keycloak/pull/43697,53701260364,Store Model Tests,https://github.com/keycloak/keycloak/actions/runs/18822828663/job/53701260364,8c43ea6af68ba40790f2607f5c197b44eb8b7aa1,2025-10-26T19:54:23Z,2025-10-26T20:23:58Z,2025-10-24T13:20:12Z,ahus1,False,1,4,1,2.273738425925926,True,False,0,False,0,0,0,0,True,2,4,1,5
43697,https://github.com/keycloak/keycloak/pull/43697,53702257162,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18822828663/job/53702257162,8c43ea6af68ba40790f2607f5c197b44eb8b7aa1,2025-10-26T20:31:31Z,2025-10-26T20:31:39Z,2025-10-24T13:20:12Z,ahus1,False,1,4,1,2.299525462962963,True,False,0,False,0,0,0,0,True,2,4,1,5
43869,https://github.com/keycloak/keycloak/pull/43869,54124964418,External links check,https://github.com/keycloak/keycloak/actions/runs/18953715888/job/54124964418,d03cee814bba1b447b58f44f037d4699097c2f07,2025-10-30T20:10:31Z,2025-10-30T20:12:02Z,2025-10-30T20:08:22Z,ahus1,True,2,21,0,0.0014930555555555556,False,True,28,False,0,0,0,0,True,4,9,9,18
34052,https://github.com/keycloak/keycloak/pull/34052,54175744743,Base IT (4),https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54175744743,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T10:43:02Z,2025-10-31T11:08:44Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.8559490740741,False,True,1,True,3,8,4,12,True,3,6,0,6
34052,https://github.com/keycloak/keycloak/pull/34052,54175744807,External Infinispan IT (multi-site),https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54175744807,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T10:43:00Z,2025-10-31T10:48:50Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.85592592592593,False,True,7,True,3,8,4,12,True,3,6,0,6
34052,https://github.com/keycloak/keycloak/pull/34052,54175744813,Volatile Sessions IT,https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54175744813,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T10:43:02Z,2025-10-31T10:48:23Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.8559490740741,False,True,9,True,3,8,4,12,True,3,6,0,6
34052,https://github.com/keycloak/keycloak/pull/34052,54175744820,External Infinispan IT (clusterless),https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54175744820,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T10:42:59Z,2025-10-31T10:48:44Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.8559143518519,False,True,6,True,3,8,4,12,True,3,6,0,6
34052,https://github.com/keycloak/keycloak/pull/34052,54175744906,FIPS IT (non-strict),https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54175744906,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T10:43:02Z,2025-10-31T11:15:03Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.8559490740741,False,True,8,True,3,8,4,12,True,3,6,0,6
34052,https://github.com/keycloak/keycloak/pull/34052,54175744920,FIPS IT (strict),https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54175744920,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T10:43:00Z,2025-10-31T11:14:12Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.85592592592593,False,True,6,True,3,8,4,12,True,3,6,0,6
34052,https://github.com/keycloak/keycloak/pull/34052,54180864572,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18969998608/job/54180864572,33f4b9c2351797bcb5e76e70975921449d915896,2025-10-31T11:53:05Z,2025-10-31T11:53:14Z,2024-10-17T14:10:28Z,mabartos,False,0,6,0,378.9045949074074,False,False,0,True,3,8,4,12,True,3,6,0,6
43842,https://github.com/keycloak/keycloak/pull/43842,54074798816,Build distribution,https://github.com/keycloak/keycloak/actions/runs/18939604216/job/54074798816,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T11:48:37Z,2025-10-30T11:52:11Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0002314814814814815,False,True,24,True,3,12,9,21,False,0,0,0,0
43842,https://github.com/keycloak/keycloak/pull/43842,54075081447,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/18939604216/job/54075081447,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T11:52:17Z,2025-10-30T11:52:24Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.002777777777777778,False,False,0,True,3,12,9,21,False,0,0,0,0
43842,https://github.com/keycloak/keycloak/pull/43842,54074799473,Build,https://github.com/keycloak/keycloak/actions/runs/18939604201/job/54074799473,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T11:48:37Z,2025-10-30T11:53:50Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0002314814814814815,False,True,24,True,3,12,9,21,False,0,0,0,0
43842,https://github.com/keycloak/keycloak/pull/43842,54075211179,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18939604201/job/54075211179,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T11:53:54Z,2025-10-30T11:53:59Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0039004629629629628,False,False,0,True,3,12,9,21,False,0,0,0,0
43842,https://github.com/keycloak/keycloak/pull/43842,54032793444,"Quarkus IT (ubuntu-latest, zip-slow, true)",https://github.com/keycloak/keycloak/actions/runs/18925807844/job/54032793444,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T00:24:40Z,2025-10-30T01:00:34Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0,False,True,2,True,3,12,9,21,False,0,0,0,0
43842,https://github.com/keycloak/keycloak/pull/43842,54032793515,"Quarkus IT (ubuntu-latest, container, true)",https://github.com/keycloak/keycloak/actions/runs/18925807844/job/54032793515,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T00:24:39Z,2025-10-30T00:43:59Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0,False,True,2,True,3,12,9,21,False,0,0,0,0
43842,https://github.com/keycloak/keycloak/pull/43842,54037565737,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18925807844/job/54037565737,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T02:05:00Z,2025-10-30T02:05:05Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0,False,False,0,True,3,12,9,21,False,0,0,0,0
43771,https://github.com/keycloak/keycloak/pull/43771,53947480709,label,https://github.com/keycloak/keycloak/actions/runs/18900829786/job/53947480709,4fdd6edafd626eca21d7567112e83d0f5af4a01f,2025-10-29T07:52:13Z,2025-10-29T07:52:19Z,2025-10-28T14:26:11Z,ryanemerson,False,0,17,0,0.726412037037037,False,False,0,False,0,0,0,0,True,1,2,2,4
36462,https://github.com/keycloak/keycloak/pull/36462,36286181529,"Admin UI E2E (1, chrome)",https://github.com/keycloak/keycloak/actions/runs/13010131369/job/36286181529,7ccaa8f6d0862267103767dc33a0bbbb96e9deca,2025-01-28T12:18:22Z,2025-01-28T12:29:14Z,2025-01-14T17:01:36Z,martin-kanis,True,1,27,3,13.803310185185186,True,False,0,True,1,2,0,2,True,11,110,27,137
36462,https://github.com/keycloak/keycloak/pull/36462,36286770076,Status Check - Keycloak JavaScript CI,https://github.com/keycloak/keycloak/actions/runs/13010131369/job/36286770076,7ccaa8f6d0862267103767dc33a0bbbb96e9deca,2025-01-28T12:29:21Z,2025-01-28T12:29:27Z,2025-01-14T17:01:36Z,martin-kanis,True,1,27,3,13.8109375,True,False,0,True,1,2,0,2,True,11,110,27,137
43679,https://github.com/keycloak/keycloak/pull/43679,53478439722,External links check,https://github.com/keycloak/keycloak/actions/runs/18747556835/job/53478439722,80ce4ade0542564b26b8e4dfe724f4ededed667f,2025-10-23T11:58:42Z,2025-10-23T12:00:20Z,2025-10-23T11:58:12Z,pedroigor,False,0,11,0,0.00034722222222222224,False,True,22,True,1,1,1,2,True,5,42,10,52
43677,https://github.com/keycloak/keycloak/pull/43677,53477949574,External links check,https://github.com/keycloak/keycloak/actions/runs/18747414678/job/53477949574,2c088d3693172636bc87f9fd888b70960ffc8573,2025-10-23T11:52:07Z,2025-10-23T11:53:37Z,2025-10-23T11:51:36Z,pedroigor,False,0,11,0,0.0003587962962962963,False,True,21,False,0,0,0,0,True,3,165,11,176
43656,https://github.com/keycloak/keycloak/pull/43656,53386470114,External links check,https://github.com/keycloak/keycloak/actions/runs/18719143320/job/53386470114,51950b1aabd7a44f2adc52c53019e2d89299057c,2025-10-22T14:14:01Z,2025-10-22T14:15:39Z,2025-10-22T14:13:18Z,stianst,False,0,9,0,0.0004976851851851852,False,True,20,True,1,1,1,2,True,9,262,100,362
43652,https://github.com/keycloak/keycloak/pull/43652,53381213999,External links check,https://github.com/keycloak/keycloak/actions/runs/18717670639/job/53381213999,dc6d59ab1130a38b026e11ed942cd3c2b2be90d5,2025-10-22T13:24:28Z,2025-10-22T13:25:48Z,2025-10-22T13:23:55Z,stianst,False,0,9,0,0.00038194444444444446,False,True,16,True,1,1,1,2,True,9,264,103,367
43652,https://github.com/keycloak/keycloak/pull/43652,53381223751,Build,https://github.com/keycloak/keycloak/actions/runs/18717670597/job/53381223751,dc6d59ab1130a38b026e11ed942cd3c2b2be90d5,2025-10-22T13:24:30Z,2025-10-22T13:25:33Z,2025-10-22T13:23:55Z,stianst,False,0,9,0,0.0004050925925925926,False,True,18,True,1,1,1,2,True,9,264,103,367
43652,https://github.com/keycloak/keycloak/pull/43652,53381345183,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18717670597/job/53381345183,dc6d59ab1130a38b026e11ed942cd3c2b2be90d5,2025-10-22T13:25:41Z,2025-10-22T13:25:51Z,2025-10-22T13:23:55Z,stianst,False,0,9,0,0.0012268518518518518,False,False,0,True,1,1,1,2,True,9,264,103,367
43652,https://github.com/keycloak/keycloak/pull/43652,53381225350,Build distribution,https://github.com/keycloak/keycloak/actions/runs/18717670598/job/53381225350,dc6d59ab1130a38b026e11ed942cd3c2b2be90d5,2025-10-22T13:24:31Z,2025-10-22T13:25:42Z,2025-10-22T13:23:55Z,stianst,False,0,9,0,0.0004166666666666667,False,True,19,True,1,1,1,2,True,9,264,103,367
