pr_number,pr_url,build_id,build_name,build_url,commit_sha,build_started_at,build_completed_at,pr_created_at,pr_author,has_unrelated_discussion,num_associated_comments,num_parallel_issues,num_prior_comments,ci_latency_days,has_code_patch,is_shared_same_emsg,num_similar_failures,has_config_files,config_files_count,config_lines_added,config_lines_deleted,config_lines_modified,has_source_code,source_code_files_count,source_code_lines_added,source_code_lines_deleted,source_code_lines_modified,label,label_reason
44219,https://github.com/keycloak/keycloak/pull/44219,55397993263,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/19361857101/job/55397993263,01a28e2d0df0d37009ef8d92cf3877d8506c581f,2025-11-14T11:04:52Z,2025-11-14T11:05:01Z,2025-11-14T10:33:05Z,vaceksimon,False,0,24,0,0.0220717592592592,False,False,0,True,2,14,1,15,False,0,0,0,0,N,No clear unrelated indicator
43842,https://github.com/keycloak/keycloak/pull/43842,54037565737,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18925807844/job/54037565737,e6b473f6edad52e567780ea7b4054b37fdae9307,2025-10-30T02:05:00Z,2025-10-30T02:05:05Z,2025-10-30T11:48:17Z,mabartos,False,0,21,0,0.0,False,False,0,True,3,12,9,21,False,0,0,0,0,N,No clear unrelated indicator
44763,https://github.com/keycloak/keycloak/pull/44763,57515884750,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/20054104839/job/57515884750,52a799d9155d377f2df572dc9ac5cad40eb78b30,2025-12-09T06:25:51Z,2025-12-09T06:25:59Z,2025-12-09T06:23:44Z,dima-bzz,False,2,10,0,0.0014699074074074,False,False,0,True,1,19,19,38,False,0,0,0,0,N,No clear unrelated indicator
44191,https://github.com/keycloak/keycloak/pull/44191,55296023539,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/19330827473/job/55296023539,133c035d16294de8f00ceaaf8e3c863c59745701,2025-11-13T12:33:08Z,2025-11-13T12:33:16Z,2025-11-13T12:01:21Z,martin-kanis,False,1,9,1,0.0220717592592592,False,False,0,False,0,0,0,0,True,2,3,37,40,N,No clear unrelated indicator
45016,https://github.com/keycloak/keycloak/pull/45016,58516203478,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/20363183755/job/58516203478,9c2791e3c97fc3c22f146f28248f93cf97467de8,2025-12-19T08:33:59Z,2025-12-19T08:34:09Z,2025-12-18T21:25:59Z,ahus1,False,2,14,12,0.4638888888888889,False,False,0,False,0,0,0,0,True,1,2,1,3,N,No clear unrelated indicator
44307,https://github.com/keycloak/keycloak/pull/44307,55797136976,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/19493740819/job/55797136976,6eb5543150efafcf1d237e726f77d7b54b3d6c43,2025-11-19T09:02:13Z,2025-11-19T09:02:22Z,2025-11-18T19:01:54Z,SferaDev,False,1,16,1,0.5835532407407408,False,False,0,True,1,2,0,2,True,11,1572,0,1572,N,No clear unrelated indicator
43208,https://github.com/keycloak/keycloak/pull/43208,52001184817,Status Check - Keycloak CI,https://github.com/keycloak/keycloak/actions/runs/18266301998/job/52001184817,4ad31e9323ff79a287a703d11b50dca55f5a5a28,2025-10-06T00:14:49Z,2025-10-06T00:14:55Z,2025-10-06T00:12:36Z,dependabot[bot],False,1,12,0,0.0015393518518518,False,False,0,True,4,13,13,26,False,0,0,0,0,N,No clear unrelated indicator
44001,https://github.com/keycloak/keycloak/pull/44001,54675584750,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/19132201323/job/54675584750,4946cf350895c8e7f947af6310a5311a68741f05,2025-11-06T10:14:53Z,2025-11-06T10:15:01Z,2025-11-06T10:13:36Z,ahus1,False,1,14,0,0.0008912037037037,False,False,0,False,0,0,0,0,True,10,46,68,114,N,No clear unrelated indicator
44259,https://github.com/keycloak/keycloak/pull/44259,55582482008,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/19427987925/job/55582482008,22deeda2c09c55a60979f9a1bc6cc55c0739a0c7,2025-11-17T11:58:45Z,2025-11-17T11:58:52Z,2025-11-17T11:25:33Z,reda-alaoui,False,2,11,0,0.0230555555555555,False,False,0,False,0,0,0,0,True,1,5,0,5,N,No clear unrelated indicator
45012,https://github.com/keycloak/keycloak/pull/45012,58453262786,Status Check - Keycloak Operator CI,https://github.com/keycloak/keycloak/actions/runs/20343723516/job/58453262786,d31e5ddd9c080e8a5e97fa2dcdc6cc1765f6470b,2025-12-18T16:55:39Z,2025-12-18T16:55:47Z,2025-12-18T16:24:06Z,vaceksimon,False,0,22,0,0.0219097222222222,False,False,0,True,1,36,32,68,True,3,34,8,42,N,No clear unrelated indicator
