project_name,comment_id,issue_id,label,deletions,insertions,files,num_parrel_issues,num_prior_comments,if_cross_project,num_parrel_commits,num_of_developers,commit_num,type_id,priority_id,is_share_same_emsg,is_share_similar_emsg,num_of_sf_comments,share_same_emsg,is_Blocker,is_Incorporates,is_Reference,is_dependent,is_Duplicate,is_Regression,is_Cloners,is_Required,is_Supercedes,is_Container,is_Blocked,is_Problem/Incident,is_Child-Issue,is_Parent Feature,is_Dependency,is_Dependent,is_Completes,time,day,Time_difference,comment_created_at,created,has_config_files,has_source_code,lines_of_source_code_added,lines_of_source_code_deleted,lines_of_source_code_modified,num_of_modified_source_code_files,lines_of_config_file_added,lines_of_config_file_deleted,lines_of_config_file_modified,num_of_modified_config_files,has_contains_code_patch,lines_of_Test_classes_added,lines_of_Test_classes_deleted,lines_of_Test_classes_modified,lines_of_Test_files,has_contain_Test_files
YARN,14906721.0,4075,1,0.0,0.0,0.0,5,33,0,12,6,0.0,7,3,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443088009,16702.407511574074,0.002997685187438,Thu 24 Sep 2015 17:46:49 +0000,Mon 24 Aug 2015 18:24:55 +0000,1.0,0.0,205.0,42.0,247.0,6.0,5.0,0.0,5.0,1.0,1.0,348.0,13.0,361.0,2.0,1.0
YARN,14906735.0,4141,1,0.0,0.0,0.0,0,10,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443088708,16702.41560185185,0.008090277777228,Thu 24 Sep 2015 17:58:28 +0000,Wed 9 Sep 2015 18:30:04 +0000,0.0,1.0,18.0,9.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,16.0,34.0,1.0,1.0
YARN,14906795.0,1510,1,0.0,0.0,0.0,3,4,1,12,4,0.0,7,3,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443090732,16702.43902777778,9.259259240934624e-05,Thu 24 Sep 2015 18:32:12 +0000,Tue 17 Dec 2013 02:30:02 +0000,0.0,0.0,115.0,4.0,119.0,5.0,0.0,0.0,0.0,0.0,1.0,95.0,4.0,99.0,2.0,1.0
YARN,14906972.0,4205,0,0.0,0.0,0.0,0,4,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443098616,16702.53027777778,0.0118402777807204,Thu 24 Sep 2015 20:43:36 +0000,Thu 24 Sep 2015 11:57:38 +0000,1.0,1.0,235.0,2.0,237.0,10.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,118.0,2.0,1.0
YARN,14907118.0,4075,0,0.0,0.0,0.0,5,33,0,12,6,0.0,7,3,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443103703,16702.58915509259,0.0017708333325572,Thu 24 Sep 2015 22:08:23 +0000,Mon 24 Aug 2015 18:24:55 +0000,1.0,0.0,205.0,42.0,247.0,6.0,5.0,0.0,5.0,1.0,1.0,348.0,13.0,361.0,2.0,1.0
YARN,14907283.0,4180,0,0.0,0.0,0.0,0,9,0,0,0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443111272,16702.67675925926,0.0045254629621922,Fri 25 Sep 2015 00:14:32 +0000,Thu 17 Sep 2015 21:15:57 +0000,0.0,0.0,16.0,16.0,32.0,2.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,57.0,1.0,1.0
YARN,14908361.0,2729,0,0.0,0.0,0.0,3,21,0,9,6,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443173254,16703.39414351852,0.0015625000014551,Fri 25 Sep 2015 17:27:34 +0000,Wed 22 Oct 2014 20:16:33 +0000,1.0,1.0,157.0,27.0,184.0,6.0,15.0,5.0,20.0,1.0,1.0,168.0,11.0,179.0,2.0,1.0
YARN,14908406.0,4140,0,0.0,0.0,0.0,1,23,0,0,8,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443174870,16703.412847222222,0.0004976851851097,Fri 25 Sep 2015 17:54:30 +0000,Wed 9 Sep 2015 17:29:27 +0000,0.0,0.0,52.0,8.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,82.0,1.0,83.0,1.0,1.0
YARN,14908575.0,4205,0,0.0,0.0,0.0,0,4,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443182007,16703.495451388888,0.0221990740719775,Fri 25 Sep 2015 19:53:27 +0000,Thu 24 Sep 2015 11:57:38 +0000,1.0,1.0,242.0,2.0,244.0,10.0,7.0,0.0,7.0,2.0,1.0,117.0,0.0,117.0,1.0,1.0
YARN,14909070.0,3964,0,0.0,0.0,0.0,0,9,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443212391,16703.847118055553,0.028773148143955,Sat 26 Sep 2015 04:19:51 +0000,Thu 23 Jul 2015 07:34:05 +0000,1.0,1.0,265.0,47.0,312.0,12.0,16.0,1.0,17.0,1.0,1.0,118.0,7.0,125.0,4.0,1.0
YARN,14909073.0,3943,0,0.0,0.0,0.0,0,5,0,0,0,0.0,4,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443212890,16703.85289351852,0.0057754629669943,Sat 26 Sep 2015 04:28:10 +0000,Mon 20 Jul 2015 21:11:21 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14909117.0,3943,0,0.0,0.0,0.0,0,5,0,0,0,0.0,4,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443218393,16703.91658564815,0.0636921296281798,Sat 26 Sep 2015 05:59:53 +0000,Mon 20 Jul 2015 21:11:21 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14909425.0,4127,1,0.0,0.0,0.0,0,23,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443265161,16704.457881944447,0.05810185185328,Sat 26 Sep 2015 18:59:21 +0000,Tue 8 Sep 2015 06:45:17 +0000,0.0,0.0,15.0,10.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,52.0,1.0,1.0
YARN,14909562.0,3964,0,0.0,0.0,0.0,0,9,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443291370,16704.761226851853,0.045127314817364,Sun 27 Sep 2015 02:16:10 +0000,Thu 23 Jul 2015 07:34:05 +0000,1.0,1.0,265.0,47.0,312.0,12.0,16.0,1.0,17.0,1.0,1.0,119.0,7.0,126.0,4.0,1.0
YARN,14909844.0,4162,0,0.0,0.0,0.0,0,10,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443350923,16705.450497685186,0.0093287037052505,Sun 27 Sep 2015 18:48:43 +0000,Tue 15 Sep 2015 18:59:28 +0000,1.0,0.0,146.0,7.0,153.0,4.0,0.0,0.0,0.0,0.0,1.0,413.0,0.0,413.0,1.0,1.0
YARN,14909853.0,4169,0,0.0,0.0,0.0,0,7,0,0,0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443352796,16705.472175925926,0.0216782407405844,Sun 27 Sep 2015 19:19:56 +0000,Wed 16 Sep 2015 11:24:02 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0,98.0,200.0,4.0,1.0
YARN,14926815.0,4209,0,0.0,0.0,0.0,0,12,0,0,0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443403492,16706.058935185185,0.057650462964375,Mon 28 Sep 2015 09:24:52 +0000,Mon 28 Sep 2015 07:40:37 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14933488.0,4170,0,0.0,0.0,0.0,0,7,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443427051,16706.331608796296,0.000381944442779,Mon 28 Sep 2015 15:57:31 +0000,Wed 16 Sep 2015 12:16:47 +0000,0.0,1.0,47.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,29.0,1.0,1.0
YARN,14933582.0,4140,1,0.0,0.0,0.0,1,23,0,0,8,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443431423,16706.38221064815,0.0173958333325572,Mon 28 Sep 2015 17:10:23 +0000,Wed 9 Sep 2015 17:29:27 +0000,0.0,0.0,52.0,8.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,82.0,1.0,83.0,1.0,1.0
YARN,14934196.0,1509,0,0.0,0.0,0.0,2,11,1,9,4,0.0,7,3,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443450043,16706.597719907408,0.0087847222239361,Mon 28 Sep 2015 22:20:43 +0000,Tue 17 Dec 2013 02:24:52 +0000,0.0,0.0,137.0,5.0,142.0,6.0,0.0,0.0,0.0,0.0,1.0,201.0,4.0,205.0,2.0,1.0
HADOOP,14934211.0,12101,0,0.0,0.0,0.0,0,12,0,0,0,0.0,6,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443450402,16706.601875,0.0041550925925548,Mon 28 Sep 2015 22:26:42 +0000,Thu 18 Jun 2015 05:18:52 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14936222.0,3727,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443547891,16707.730219907407,0.015555555553874,Wed 30 Sep 2015 01:31:31 +0000,Thu 28 May 2015 01:53:05 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14936504.0,1897,0,0.0,0.0,0.0,0,22,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443570614,16707.993217592593,0.0040393518538621,Wed 30 Sep 2015 07:50:14 +0000,Tue 1 Apr 2014 02:40:28 +0000,0.0,1.0,610.0,6.0,616.0,30.0,0.0,0.0,0.0,0.0,1.0,340.0,12.0,352.0,8.0,1.0
YARN,14936717.0,4203,0,0.0,0.0,0.0,0,0,0,0,0,0.0,7,4,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443582326,16708.128773148146,0.1133101851810352,Wed 30 Sep 2015 11:05:26 +0000,Wed 23 Sep 2015 22:59:39 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14938922.0,1897,0,0.0,0.0,0.0,0,22,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443620259,16708.5678125,0.0018634259249665,Wed 30 Sep 2015 21:37:39 +0000,Tue 1 Apr 2014 02:40:28 +0000,0.0,1.0,610.0,6.0,616.0,30.0,0.0,0.0,0.0,0.0,1.0,340.0,12.0,352.0,8.0,1.0
YARN,14939524.0,4209,0,0.0,0.0,0.0,0,12,0,0,0,0.0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443660600,16709.034722222223,0.078402777777228,Thu 1 Oct 2015 08:50:00 +0000,Mon 28 Sep 2015 07:40:37 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14941374.0,3619,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443775681,16710.36667824074,0.0414583333331393,Fri 2 Oct 2015 16:48:01 +0000,Mon 11 May 2015 20:18:59 +0000,1.0,0.0,77.0,13.0,90.0,4.0,7.0,0.0,7.0,1.0,1.0,41.0,2.0,43.0,1.0,1.0
YARN,14941839.0,3864,1,0.0,0.0,0.0,0,0,0,0,0,0.0,7,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443794149,16710.58042824074,0.0131018518513883,Fri 2 Oct 2015 21:55:49 +0000,Mon 29 Jun 2015 10:48:50 +0000,0.0,0.0,254.0,44.0,298.0,8.0,0.0,0.0,0.0,0.0,1.0,597.0,348.0,945.0,2.0,1.0
YARN,14941965.0,1510,1,0.0,0.0,0.0,3,4,1,12,4,0.0,7,3,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443800666,16710.65585648148,0.0058796296289074,Fri 2 Oct 2015 23:44:26 +0000,Tue 17 Dec 2013 02:30:02 +0000,0.0,0.0,126.0,5.0,131.0,4.0,0.0,0.0,0.0,0.0,1.0,88.0,6.0,94.0,2.0,1.0
HADOOP,14942129.0,12458,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443822469,16710.908206018517,0.0118287037003028,Sat 3 Oct 2015 05:47:49 +0000,Sat 3 Oct 2015 03:15:58 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14943157.0,4009,0,0.0,0.0,0.0,6,9,0,12,5,0.0,1,3,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444010623,16713.08591435185,0.0226736111071659,Mon 5 Oct 2015 10:03:43 +0000,Mon 3 Aug 2015 14:26:29 +0000,1.0,0.0,286.0,230.0,516.0,8.0,101.0,1.0,102.0,6.0,1.0,240.0,233.0,473.0,4.0,1.0
YARN,14943680.0,3769,0,0.0,0.0,0.0,0,25,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444036414,16713.384421296298,0.005405092593719,Mon 5 Oct 2015 17:13:34 +0000,Thu 4 Jun 2015 21:28:09 +0000,0.0,0.0,40.0,8.0,48.0,2.0,0.0,0.0,0.0,0.0,1.0,238.0,2.0,240.0,2.0,1.0
YARN,14943797.0,4170,0,0.0,0.0,0.0,0,7,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444041389,16713.442002314816,0.0044212962966412,Mon 5 Oct 2015 18:36:29 +0000,Wed 16 Sep 2015 12:16:47 +0000,0.0,1.0,49.0,0.0,49.0,3.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,29.0,1.0,1.0
YARN,14944052.0,4162,1,0.0,0.0,0.0,0,10,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444050715,16713.54994212963,0.005127314812853,Mon 5 Oct 2015 21:11:55 +0000,Tue 15 Sep 2015 18:59:28 +0000,1.0,0.0,341.0,66.0,407.0,11.0,0.0,0.0,0.0,0.0,1.0,565.0,8.0,573.0,3.0,1.0
YARN,14944363.0,3216,0,0.0,0.0,0.0,0,28,0,0,0,0.0,7,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444064868,16713.71375,0.0171990740709588,Tue 6 Oct 2015 01:07:48 +0000,Wed 18 Feb 2015 23:01:05 +0000,0.0,1.0,223.0,45.0,268.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14944670.0,4228,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444090130,16714.00613425926,0.0099652777789742,Tue 6 Oct 2015 08:08:50 +0000,Tue 6 Oct 2015 05:59:16 +0000,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14944676.0,4215,0,0.0,0.0,0.0,0,0,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444090508,16714.01050925926,0.0043750000004365,Tue 6 Oct 2015 08:15:08 +0000,Thu 1 Oct 2015 03:48:02 +0000,0.0,0.0,37.0,8.0,45.0,2.0,0.0,0.0,0.0,0.0,1.0,85.0,1.0,86.0,1.0,1.0
YARN,14945681.0,3943,0,0.0,0.0,0.0,0,5,0,0,0,0.0,4,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444133864,16714.512314814816,0.0231249999997089,Tue 6 Oct 2015 20:17:44 +0000,Mon 20 Jul 2015 21:11:21 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14946090.0,4218,0,0.0,0.0,0.0,0,4,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444150376,16714.703425925927,0.0071643518531345,Wed 7 Oct 2015 00:52:56 +0000,Thu 1 Oct 2015 19:34:48 +0000,0.0,0.0,189.0,22.0,211.0,21.0,0.0,0.0,0.0,0.0,1.0,29.0,8.0,37.0,8.0,1.0
YARN,14946117.0,3446,0,0.0,0.0,0.0,0,14,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444153135,16714.735358796297,0.0319328703699284,Wed 7 Oct 2015 01:38:55 +0000,Fri 3 Apr 2015 08:21:10 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARN,14946598.0,4232,1,0.0,0.0,0.0,0,4,0,0,0,0.0,1,4,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444181971,16715.069108796295,0.0270023148113978,Wed 7 Oct 2015 09:39:31 +0000,Wed 7 Oct 2015 07:52:51 +0000,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14947025.0,1509,1,0.0,0.0,0.0,2,11,1,9,4,0.0,7,3,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444202766,16715.309791666667,0.0032638888878864,Wed 7 Oct 2015 15:26:06 +0000,Tue 17 Dec 2013 02:24:52 +0000,0.0,0.0,158.0,11.0,169.0,4.0,0.0,0.0,0.0,0.0,1.0,197.0,5.0,202.0,2.0,1.0
YARN,14948435.0,3964,0,0.0,0.0,0.0,0,9,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444270719,16716.09628472222,0.0269560185188311,Thu 8 Oct 2015 10:18:39 +0000,Thu 23 Jul 2015 07:34:05 +0000,1.0,1.0,294.0,49.0,343.0,12.0,25.0,1.0,26.0,1.0,1.0,128.0,7.0,135.0,4.0,1.0
YARN,14949314.0,4241,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444306840,16716.514351851853,0.0083912037043774,Thu 8 Oct 2015 20:20:40 +0000,Thu 8 Oct 2015 18:50:31 +0000,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14949483.0,3223,0,0.0,0.0,0.0,0,19,1,0,0,0.0,7,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444313283,16716.58892361111,0.0367129629630653,Thu 8 Oct 2015 22:08:03 +0000,Thu 19 Feb 2015 15:00:44 +0000,0.0,0.0,47.0,7.0,54.0,5.0,0.0,0.0,0.0,0.0,1.0,98.0,98.0,196.0,12.0,1.0
YARN,14949921.0,4243,0,0.0,0.0,0.0,0,8,0,0,0,0.0,7,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444339640,16716.89398148148,0.0056249999979627,Fri 9 Oct 2015 05:27:20 +0000,Fri 9 Oct 2015 01:59:26 +0000,0.0,0.0,35.0,5.0,40.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14950020.0,261,0,0.0,0.0,0.0,0,5,1,0,0,0.0,2,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444346921,16716.978252314813,0.0058101851827814,Fri 9 Oct 2015 07:28:41 +0000,Wed 5 Dec 2012 22:31:58 +0000,0.0,1.0,427.0,6.0,433.0,20.0,0.0,0.0,0.0,0.0,1.0,129.0,0.0,129.0,4.0,1.0
YARN,14951907.0,4251,1,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444465461,16718.350243055556,0.0183333333334303,Sat 10 Oct 2015 16:24:21 +0000,Sat 10 Oct 2015 15:54:00 +0000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0
YARN,14951938.0,4250,0,0.0,0.0,0.0,0,12,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444468664,16718.387314814816,0.0333333333328482,Sat 10 Oct 2015 17:17:44 +0000,Sat 10 Oct 2015 14:42:14 +0000,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14952383.0,3216,0,0.0,0.0,0.0,0,28,0,0,0,0.0,7,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444560340,16719.44837962963,0.0096180555556202,Sun 11 Oct 2015 18:45:40 +0000,Wed 18 Feb 2015 23:01:05 +0000,0.0,1.0,162.0,48.0,210.0,8.0,0.0,0.0,0.0,0.0,1.0,54.0,6.0,60.0,4.0,1.0
YARN,14952830.0,4254,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444611804,16720.044027777778,0.0357407407427672,Mon 12 Oct 2015 09:03:24 +0000,Mon 12 Oct 2015 06:42:32 +0000,0.0,0.0,12.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14953080.0,4255,1,0.0,0.0,0.0,0,0,0,0,0,0.0,7,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444625673,16720.204548611113,0.0027083333334303,Mon 12 Oct 2015 12:54:33 +0000,Mon 12 Oct 2015 11:16:11 +0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YARN,14953655.0,3216,0,0.0,0.0,0.0,0,28,0,0,0,0.0,7,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444651726,16720.506087962964,0.0040856481500668,Mon 12 Oct 2015 20:08:46 +0000,Wed 18 Feb 2015 23:01:05 +0000,0.0,1.0,167.0,49.0,216.0,8.0,0.0,0.0,0.0,0.0,1.0,58.0,6.0,64.0,4.0,1.0
